# 新课抢先学_2. 邮件营销（上）

language=zh
language_probability=1.000
model=tiny

[00:00:00.000 - 00:00:07.150] 大家好
[00:54:39.700 - 00:54:41.700] 再包留的話
[00:54:41.700 - 00:54:42.700] 再包留的話
[00:54:42.700 - 00:54:44.700] 我們就可以分享更多的一些
[00:54:44.700 - 00:54:45.700] 有件
[00:54:45.700 - 00:54:46.700] 但是這些
[00:54:46.700 - 00:54:47.700] 又見的話
[00:54:47.700 - 00:54:49.700] 更可能就可以包好一些
[00:54:49.700 - 00:54:50.700] 更唱品
[00:54:50.700 - 00:54:51.700] 教成相關的
[00:54:51.700 - 00:54:53.700] 或者感謝客戶
[00:54:53.700 - 00:54:55.700] 選擇我們的一些信息
[00:54:55.700 - 00:54:56.700] 等等
[00:54:56.700 - 00:55:01.310] 所以不管
[00:55:01.310 - 00:55:02.310] 客戶在哪一個階段
[00:55:02.310 - 00:55:04.310] 我們可以分享的
[00:55:04.310 - 00:55:05.310] 有件的內容
[00:55:05.310 - 00:55:07.310] 還是很多
[00:55:07.310 - 00:55:09.310] 很多不一樣的
[00:55:09.310 - 00:55:10.310] 一些方面
[00:55:10.310 - 00:55:11.310] 有時候
[00:55:11.310 - 00:55:12.310] 我們可以分享
[00:55:12.310 - 00:55:14.310] 或有我們公司的一些
[00:55:14.310 - 00:55:15.310] 唱品
[00:55:15.310 - 00:55:16.310] 或者這飯
[00:55:16.310 - 00:55:17.310] 就等於是說我們也想要
[00:55:17.310 - 00:55:18.310] 推銷
[00:55:18.310 - 00:55:19.310] 我們想要
[00:55:19.310 - 00:55:20.310] 推廣我們唱品
[00:55:20.310 - 00:55:21.310] 另外一個臉是
[00:55:21.310 - 00:55:22.310] 內容性的
[00:55:22.310 - 00:55:23.310] 有件事
[00:55:23.310 - 00:55:24.310] 我不是分享
[00:55:24.310 - 00:55:26.310] 跟我唱品相關的
[00:55:26.310 - 00:55:27.310] 我可能就是分享
[00:55:27.310 - 00:55:28.310] 關於這個
[00:55:28.310 - 00:55:29.310] 含業相關的
[00:55:29.310 - 00:55:30.310] 或者是分享
[00:55:30.310 - 00:55:32.310] 跟我公司相關的
[00:55:32.310 - 00:55:33.310] 一些新聞
[00:55:33.310 - 00:55:34.310] 和更新
[00:55:34.310 - 00:55:37.940] 同時信得有件事
[00:55:37.940 - 00:55:38.940] 說
[00:55:38.940 - 00:55:40.940] 或者是想要告訴一下客戶
[00:55:40.940 - 00:55:42.940] 我們什麼時候
[00:55:42.940 - 00:55:43.940] 回三家
[00:55:43.940 - 00:55:44.940] 什麼正常會
[00:55:44.940 - 00:55:46.940] 現在
[00:55:46.940 - 00:55:47.940] 衝進來了
[00:55:47.940 - 00:55:49.940] 我們可能會休息一多時間
[00:55:49.940 - 00:55:50.940] 然後我們現在
[00:55:50.940 - 00:55:52.940] 有這個新的唱品等等
[00:55:52.940 - 00:55:53.940] 所以這個時候
[00:55:53.940 - 00:55:54.940] 就是告訴客戶
[00:55:54.940 - 00:55:55.940] 不是給客戶
[00:55:55.940 - 00:55:56.940] 對一個唱品
[00:55:56.940 - 00:55:57.940] 或者
[00:55:57.940 - 00:55:59.940] 也不是給客戶
[00:55:59.940 - 00:56:00.940] 叫
[00:56:00.940 - 00:56:02.940] 新的內容
[00:56:02.940 - 00:56:03.940] 新的一些記錯
[00:56:03.940 - 00:56:05.940] 新的一些建議等等
[00:56:05.940 - 00:56:10.820] 那時候
[00:56:10.820 - 00:56:11.820] 一個整體的
[00:56:11.820 - 00:56:13.820] 還萬一消的角度
[00:56:13.820 - 00:56:14.820] 上來看
[00:56:14.820 - 00:56:15.820] 有建議消
[00:56:15.820 - 00:56:16.820] 這個是一個
[00:56:16.820 - 00:56:18.820] 什麼樣的一個去到
[00:56:18.820 - 00:56:20.820] 這個去到也可以
[00:56:20.820 - 00:56:22.820] 給我們中國
[00:56:22.820 - 00:56:24.820] 製造主業國者多利戰
[00:56:24.820 - 00:56:25.820] 帶來跟主角的流量
[00:56:25.820 - 00:56:27.820] 因為
[00:56:27.820 - 00:56:29.820] 就在誘文已經給客戶發
[00:56:29.820 - 00:56:30.820] 按照他們的嘴勢
[00:56:30.820 - 00:56:32.820] 按照他們的花線
[00:56:32.820 - 00:56:33.820] 給他們發了
[00:56:33.820 - 00:56:34.820] 不一樣的
[00:56:34.820 - 00:56:35.820] 有件的內容
[00:56:35.820 - 00:56:36.820] 然後
[00:56:36.820 - 00:56:38.820] 他們輸到的內容
[00:56:38.820 - 00:56:40.820] 更可能就可以
[00:56:40.820 - 00:56:43.820] 更可能就跟他們的輸球比較匹配
[00:56:43.820 - 00:56:46.820] 所以他們會想要
[00:56:46.820 - 00:56:47.820] 點擊
[00:56:47.820 - 00:56:49.820] 這份理由見裡面的
[00:56:49.820 - 00:56:50.820] 某一個臉接
[00:56:50.820 - 00:56:51.820] 然後調到
[00:56:51.820 - 00:56:53.820] 中國製造的對應的
[00:56:53.820 - 00:56:54.820] 顏面
[00:56:54.820 - 00:56:56.820] 然後了解更多的
[00:56:56.820 - 00:56:57.820] 所以這等於是說
[00:56:57.820 - 00:56:59.820] 如果不是現在
[00:56:59.820 - 00:57:01.820] 思角媒體一樣的
[00:57:01.820 - 00:57:02.820] 我們發跌著
[00:57:02.820 - 00:57:03.820] 不知道是誰看
[00:57:03.820 - 00:57:05.820] 可能有一些
[00:57:05.820 - 00:57:06.820] 經驗對手
[00:57:06.820 - 00:57:07.820] 或者有一些模式人
[00:57:07.820 - 00:57:08.820] 就
[00:57:08.820 - 00:57:09.820] 就發現
[00:57:09.820 - 00:57:11.820] 我們的主業的內容
[00:57:11.820 - 00:57:12.820] 然後就點擊
[00:57:12.820 - 00:57:14.820] 乖個臉接
[00:57:14.820 - 00:57:15.820] 調到
[00:57:15.820 - 00:57:17.820] 中國製造的主業
[00:57:17.820 - 00:57:19.820] 但是他們並沒有
[00:57:19.820 - 00:57:21.820] 想要跟我們合作
[00:57:21.820 - 00:57:23.820] 也並不是這個行業的
[00:57:23.820 - 00:57:24.820] 一些人
[00:57:24.820 - 00:57:25.820] 所以
[00:57:25.820 - 00:57:26.820] 他們到了
[00:57:26.820 - 00:57:28.820] 也可能是馬上就離開了
[00:57:28.820 - 00:57:29.820] 這個會影響到
[00:57:29.820 - 00:57:30.820] 我們
[00:57:30.820 - 00:57:31.820] 我們杜里站
[00:57:31.820 - 00:57:33.820] 或者我們中國製造主業的
[00:57:33.820 - 00:57:35.820] 氣氛方面的
[00:57:35.820 - 00:57:36.820] 一些表現
[00:57:36.820 - 00:57:37.820] 比如說
[00:57:37.820 - 00:57:38.820] 調處理
[00:57:38.820 - 00:57:39.820] 還有用戶
[00:57:39.820 - 00:57:40.820] 在我們
[00:57:40.820 - 00:57:42.820] 每個驗面花的時間
[00:57:42.820 - 00:57:43.820] 就等於是
[00:57:43.820 - 00:57:45.820] 說如果調處理很高的話
[00:57:45.820 - 00:57:46.820] 這個
[00:57:46.820 - 00:57:47.820] 也會
[00:57:47.820 - 00:57:48.820] 如果也是
[00:57:48.820 - 00:57:49.820] 如果沒有杜里站的話
[00:57:49.820 - 00:57:50.820] 這個會給
[00:57:50.820 - 00:57:51.820] 我們不夠說
[00:57:51.820 - 00:57:52.820] 我們完整的
[00:57:52.820 - 00:57:54.820] 我們完整的
[00:57:54.820 - 00:57:55.820] 一些
[00:57:55.820 - 00:57:56.820] 各方面的表現
[00:57:56.820 - 00:57:57.820] 不夠好
[00:57:57.820 - 00:57:58.820] 所以
[00:57:58.820 - 00:57:59.820] 這個也會影響到
[00:57:59.820 - 00:58:00.720] 我們
[00:58:00.720 - 00:58:01.820] 我們完整的
[00:58:01.820 - 00:58:02.820] 拍民
[00:58:02.820 - 00:58:04.820] 另外一個點是
[00:58:04.820 - 00:58:05.820] 我們
[00:58:05.820 - 00:58:06.820] 尤其是
[00:58:06.820 - 00:58:07.820] 如果我們出了
[00:58:07.820 - 00:58:09.820] 有自己的
[00:58:09.820 - 00:58:10.820] 杜里站
[00:58:10.820 - 00:58:12.820] 或者中國製造的主業之外
[00:58:12.820 - 00:58:14.820] 我們還是有其他一些
[00:58:14.820 - 00:58:15.820] 平台
[00:58:15.820 - 00:58:16.820] 接著一些去到
[00:58:16.820 - 00:58:17.820] 比如說
[00:58:17.820 - 00:58:18.820] 我們有不同的
[00:58:18.820 - 00:58:19.820] 社交媒體證號
[00:58:19.820 - 00:58:21.820] 我們才這些
[00:58:21.820 - 00:58:22.820] 社交媒體證號
[00:58:22.820 - 00:58:23.820] 分享什麼
[00:58:23.820 - 00:58:24.820] 內容
[00:58:24.820 - 00:58:25.820] 我們還是可以
[00:58:25.820 - 00:58:26.820] 把這些方面的內容
[00:58:26.820 - 00:58:27.820] 放到
[00:58:27.820 - 00:58:28.820] 我們的有件理念
[00:58:28.820 - 00:58:29.820] 如果我們
[00:58:29.820 - 00:58:30.820] 自己
[00:58:30.820 - 00:58:31.820] 些不同的有件的話
[00:58:31.820 - 00:58:33.820] 我們很難把這些
[00:58:33.820 - 00:58:34.820] 貼著放到
[00:58:34.820 - 00:58:35.820] 我們的有件理念
[00:58:35.820 - 00:58:36.820] 但是
[00:58:36.820 - 00:58:37.820] 如果我們是
[00:58:37.820 - 00:58:38.820] 利用
[00:58:38.820 - 00:58:39.820] 有件以銷的
[00:58:39.820 - 00:58:40.820] 工具的話
[00:58:40.820 - 00:58:41.820] 我們可以
[00:58:41.820 - 00:58:42.820] 直接把
[00:58:42.820 - 00:58:43.820] 我們理應
[00:58:43.820 - 00:58:44.820] Facebook
[00:58:44.820 - 00:58:45.820] Tweeter
[00:58:45.820 - 00:58:46.820] 等
[00:58:46.820 - 00:58:47.820] 社交媒體
[00:58:47.820 - 00:58:49.820] 我們
[00:58:49.820 - 00:58:50.820] 剛好
[00:58:50.820 - 00:58:52.820] 我們有件以銷的工具
[00:58:52.820 - 00:58:53.820] 聯裁一起
[00:58:53.820 - 00:58:54.820] 就可以
[00:58:54.820 - 00:58:55.820] 快速
[00:58:55.820 - 00:58:56.820] 展設
[00:58:56.820 - 00:58:57.820] 我們在
[00:58:57.820 - 00:58:58.820] 提到社交媒體
[00:58:58.820 - 00:58:59.820] 交媒體
[00:58:59.820 - 00:59:00.820] 交媒體想的
[00:59:00.820 - 00:59:01.820] 這樣就可以
[00:59:01.820 - 00:59:02.820] 讓更多人看到
[00:59:02.820 - 00:59:03.820] 我們在
[00:59:03.820 - 00:59:04.820] 去到社交媒體
[00:59:04.820 - 00:59:05.820] 交媒體
[00:59:05.820 - 00:59:06.820] 想一些貼著
[00:59:06.820 - 00:59:08.820] 通常
[00:59:08.820 - 00:59:09.820] 如果我們有一些
[00:59:09.820 - 00:59:10.820] 方面的
[00:59:10.820 - 00:59:11.820] CCE
[00:59:11.820 - 00:59:12.820] 不管是
[00:59:12.820 - 00:59:14.820] 給我們公司相關的一些
[00:59:14.820 - 00:59:15.820] 新聞
[00:59:15.820 - 00:59:16.820] 我們可以跟新
[00:59:16.820 - 00:59:17.820] 還有跟這個
[00:59:17.820 - 00:59:18.820] 寒言相關的
[00:59:18.820 - 00:59:19.820] 一些內容
[00:59:19.820 - 00:59:20.820] 等等
[00:59:20.820 - 00:59:21.820] 我們都可以
[00:59:21.820 - 00:59:22.820] 通過有件
[00:59:22.820 - 00:59:23.820] 擴大
[00:59:23.820 - 00:59:24.820] 這些新
[00:59:24.820 - 00:59:25.820] 的保管率
[00:59:25.820 - 00:59:26.820] 這等於是
[00:59:26.820 - 00:59:27.820] 說讓更多人
[00:59:27.820 - 00:59:28.820] 看到
[00:59:28.820 - 00:59:29.820] 讓更多人知道
[00:59:29.820 - 00:59:30.820] 我們是要
[00:59:30.820 - 00:59:31.820] 準備三家
[00:59:31.820 - 00:59:32.820] 一個長老會
[00:59:32.820 - 00:59:33.820] 還是說
[00:59:33.820 - 00:59:34.820] 我們有一個新的
[00:59:34.820 - 00:59:35.820] 分工師
[00:59:35.820 - 00:59:36.820] 等等還是
[00:59:36.820 - 00:59:38.820] 新的合作機會
[00:59:38.820 - 00:59:39.820] 我們剛才
[00:59:39.820 - 00:59:40.820] 學到的內容
[00:59:40.820 - 00:59:41.820] 也都是跟
[00:59:41.820 - 00:59:43.820] 有件以銷有關係
[00:59:43.820 - 00:59:44.820] 我們學到的是
[00:59:44.820 - 00:59:45.820] 我們跟我們在來
[00:59:45.820 - 00:59:46.820] 一些方面的幫助
[00:59:46.820 - 00:59:47.820] 尤其是
[00:59:47.820 - 00:59:48.820] 如果我們不僅是
[00:59:48.820 - 00:59:49.820] 想要一靠
[00:59:49.820 - 00:59:50.820] 中國
[00:59:50.820 - 00:59:51.820] 製造
[00:59:51.820 - 00:59:52.820] 主義
[00:59:52.820 - 00:59:53.820] 還有我們都離證
[00:59:53.820 - 00:59:54.820] 可能還是
[00:59:54.820 - 00:59:56.820] 在做其他一些方面的
[00:59:56.820 - 00:59:57.820] 還萬一銷
[00:59:57.820 - 00:59:58.820] 比如說
[00:59:58.820 - 00:59:59.820] 我們可能是
[00:59:59.820 - 01:00:00.820] 我們可能是
[01:00:00.820 - 01:00:01.820] 有
[01:00:01.820 - 01:00:03.820] 我們公司的
[01:00:03.820 - 01:00:04.820] 事件媒體
[01:00:04.820 - 01:00:05.820] 還有可能
[01:00:05.820 - 01:00:06.820] 有
[01:00:06.820 - 01:00:07.820] 在做
[01:00:07.820 - 01:00:08.820] 內容
[01:00:08.820 - 01:00:09.820] 銷
[01:00:09.820 - 01:00:10.820] SU
[01:00:10.820 - 01:00:11.820] 等得去到
[01:00:11.820 - 01:00:12.820] 方面的推廣
[01:00:12.820 - 01:00:14.820] 有件以銷
[01:00:14.820 - 01:00:15.820] 就去到
[01:00:15.820 - 01:00:16.820] 我們帶來
[01:00:16.820 - 01:00:17.820] 什麼方面的幫助
[01:00:17.820 - 01:00:18.820] 是
[01:00:18.820 - 01:00:19.320] 我們跟
[01:00:19.320 - 01:00:20.820] 學到的一部分內容
[01:00:20.820 - 01:00:21.820] 現在
[01:00:21.820 - 01:00:22.820] 有水洗的內容
[01:00:22.820 - 01:00:23.820] 也是跟
[01:00:23.820 - 01:00:24.820] 有件以銷
[01:00:24.820 - 01:00:25.820] 有關係
[01:00:25.820 - 01:00:26.820] 但是
[01:00:26.820 - 01:00:27.820] 我們要
[01:00:27.820 - 01:00:29.820] 要怎麼開始
[01:00:29.820 - 01:00:30.820] 做這個有件以銷
[01:00:30.820 - 01:00:31.820] 同時
[01:00:31.820 - 01:00:32.820] 做
[01:00:32.820 - 01:00:33.820] 整一個有件以銷的
[01:00:33.820 - 01:00:34.820] 流程是
[01:00:34.820 - 01:00:35.820] 包含
[01:00:35.820 - 01:00:36.820] 一些接檔
[01:00:36.820 - 01:00:37.820] 這個是
[01:00:37.820 - 01:00:37.860] 我們
[01:00:37.860 - 01:00:38.120] 講
[01:00:38.120 - 01:00:38.820] 準備
[01:00:38.820 - 01:00:40.820] 缺席的一部分內容
[01:00:40.820 - 01:00:41.820] 謝謝大家
[01:00:41.820 - 01:00:43.820] 我們已經
[01:00:43.820 - 01:00:45.820] 學到了
[01:00:45.820 - 01:00:49.180] 關於有件以銷
[01:00:49.180 - 01:00:50.180] 是什麼
[01:00:50.180 - 01:00:51.180] 也學到了
[01:00:51.180 - 01:00:52.180] 有件以銷
[01:00:52.180 - 01:00:53.180] 感不同
[01:00:53.180 - 01:00:55.180] 有件之前的一些區別
[01:00:55.180 - 01:00:56.180] 同時
[01:00:56.180 - 01:00:57.180] 我們還是
[01:00:57.180 - 01:00:58.180] 睡到了
[01:00:58.180 - 01:00:59.180] 有件以銷的
[01:00:59.180 - 01:01:00.180] 潛力
[01:01:00.180 - 01:01:01.180] 也學到了
[01:01:01.180 - 01:01:02.180] 有件以銷
[01:01:02.180 - 01:01:04.180] 給我們帶來什麼方面的
[01:01:04.180 - 01:01:06.180] 支持和協助
[01:01:06.180 - 01:01:08.180] 來吸引更多的客戶
[01:01:08.180 - 01:01:09.180] 同時讓他們
[01:01:09.180 - 01:01:10.180] 轉化
[01:01:10.180 - 01:01:11.180] 或者包含
[01:01:11.180 - 01:01:12.180] 都會在一起
[01:01:12.180 - 01:01:13.180] 我們就在一起
[01:01:13.180 - 01:01:14.180] 我們就在一起
[01:01:14.180 - 01:01:15.180] 轉化
[01:01:15.180 - 01:01:16.180] 或者包含
[01:01:16.180 - 01:01:17.180] 就是
[01:01:17.180 - 01:01:18.180] 我們已經學到了
[01:01:18.180 - 01:01:19.180] 又件以銷的一些
[01:01:19.180 - 01:01:20.180] 特點
[01:01:20.180 - 01:01:21.180] 我們前面的部分都
[01:01:21.180 - 01:01:22.180] 學到了
[01:01:22.180 - 01:01:23.180] 然後就
[01:01:23.180 - 01:01:24.180] 希望大家
[01:01:24.180 - 01:01:25.180] 記得
[01:01:25.180 - 01:01:26.180] 一下
[01:01:26.180 - 01:01:27.180] 我們現在
[01:01:27.180 - 01:01:30.180] 就要到一些更乾貨的部分
[01:01:30.180 - 01:01:31.180] 就等於是
[01:01:31.180 - 01:01:32.180] 我們要學習
[01:01:32.180 - 01:01:33.180] 又件以銷的
[01:01:33.180 - 01:01:34.180] 流程是什麼
[01:01:34.180 - 01:01:36.180] 我們要做哪個離開使
[01:01:36.180 - 01:01:37.180] 而且客戶
[01:01:37.180 - 01:01:38.180] 它是
[01:01:38.180 - 01:01:40.180] 我們可以從管住
[01:01:40.180 - 01:01:41.180] 我們又件以銷
[01:01:41.180 - 01:01:42.180] 到
[01:01:42.180 - 01:01:43.180] 它可以打開
[01:01:43.180 - 01:01:43.420] 我們的
[01:01:43.420 - 01:01:44.180] 有件
[01:01:44.180 - 01:01:44.980] 也可以
[01:01:44.980 - 01:01:46.180] 選做我們
[01:01:46.180 - 01:01:48.180] 什麼樣的一個流程
[01:01:48.180 - 01:01:49.180] 就是我們會學到的
[01:01:49.180 - 01:01:50.180] 那
[01:01:50.180 - 01:01:53.180] 我們先從客戶的角度
[01:01:53.180 - 01:01:54.180] 看一下
[01:01:54.180 - 01:01:55.180] 我們這個
[01:01:55.180 - 01:01:57.180] 又件以銷的流程是
[01:01:57.180 - 01:01:59.180] 包含一些部分
[01:01:59.180 - 01:02:00.180] 就等於是
[01:02:00.180 - 01:02:01.180] 用戶
[01:02:01.180 - 01:02:02.180] 它先發現
[01:02:02.180 - 01:02:03.180] 它發現
[01:02:03.180 - 01:02:04.180] 我們是有這個
[01:02:04.180 - 01:02:05.180] 有件以銷的
[01:02:05.180 - 01:02:06.180] 這個
[01:02:06.180 - 01:02:07.180] 很多時候
[01:02:07.180 - 01:02:08.180] 要們深約
[01:02:08.180 - 01:02:10.180] 它在
[01:02:10.180 - 01:02:11.180] 我們
[01:02:11.180 - 01:02:12.180] 我們的
[01:02:12.180 - 01:02:13.180] 中國製造
[01:02:13.180 - 01:02:14.180] 主業
[01:02:14.180 - 01:02:15.180] 還是說在
[01:02:15.180 - 01:02:16.180] 我們杜里站
[01:02:16.180 - 01:02:17.180] 還是說
[01:02:17.180 - 01:02:18.180] 我們當堵
[01:02:18.180 - 01:02:19.180] 增離了一個
[01:02:19.180 - 01:02:20.180] 主洛業
[01:02:20.180 - 01:02:20.260] 一個
[01:02:20.260 - 01:02:21.180] 頁面
[01:02:21.180 - 01:02:22.180] 在這個頁面
[01:02:22.180 - 01:02:23.180] 就加了
[01:02:23.180 - 01:02:24.180] 關於
[01:02:24.180 - 01:02:25.180] 這個
[01:02:25.180 - 01:02:26.180] 又件以銷的介紹
[01:02:26.180 - 01:02:27.180] 我們就
[01:02:27.180 - 01:02:28.180] 我們是有這個
[01:02:28.180 - 01:02:29.180] 有件以銷
[01:02:29.180 - 01:02:30.180] 這個
[01:02:30.180 - 01:02:31.180] 取道
[01:02:31.180 - 01:02:32.180] 然後引導用戶
[01:02:32.180 - 01:02:34.180] 它可以留自己的信名
[01:02:34.180 - 01:02:36.180] 就可以關注我們
[01:02:36.180 - 01:02:37.180] 然後
[01:02:37.180 - 01:02:38.180] 它
[01:02:38.180 - 01:02:39.180] 打開了
[01:02:39.180 - 01:02:40.180] 我們
[01:02:40.180 - 01:02:41.180] 丁棄給它
[01:02:41.180 - 01:02:41.740] 發的
[01:02:41.740 - 01:02:42.180] 有件
[01:02:42.180 - 01:02:43.180] 有時候是
[01:02:43.180 - 01:02:44.180] 這地每個
[01:02:44.180 - 01:02:45.180] 也發一次
[01:02:45.180 - 01:02:46.180] 還是說
[01:02:46.180 - 01:02:47.180] 每兩週
[01:02:47.180 - 01:02:48.180] 每就發一次
[01:02:48.180 - 01:02:49.180] 它
[01:02:49.180 - 01:02:50.180] 有一次
[01:02:50.180 - 01:02:51.180] 輸到了我們的有件
[01:02:51.180 - 01:02:52.180] 它
[01:02:52.180 - 01:02:53.180] 要們是
[01:02:53.180 - 01:02:54.180] 把山就覺得
[01:02:54.180 - 01:02:55.180] 這份有件
[01:02:55.180 - 01:02:56.180] 不錯
[01:02:56.180 - 01:02:57.180] 它打開了
[01:02:57.180 - 01:02:58.180] 然後它
[01:02:58.180 - 01:02:59.180] 它就
[01:03:00.180 - 01:03:01.180] 看了
[01:03:01.180 - 01:03:03.180] 裡面的內容
[01:03:03.180 - 01:03:06.180] 找到了一個
[01:03:06.180 - 01:03:07.180] 跟它的
[01:03:07.180 - 01:03:08.180] 輸球比較
[01:03:08.180 - 01:03:09.180] 屁肌的
[01:03:09.180 - 01:03:10.180] 一個
[01:03:10.180 - 01:03:11.180] 連接
[01:03:11.180 - 01:03:11.220] 然後
[01:03:11.220 - 01:03:12.180] 連接
[01:03:12.180 - 01:03:13.180] 這個
[01:03:13.180 - 01:03:14.180] 調道
[01:03:14.180 - 01:03:15.180] 我們
[01:03:15.180 - 01:03:16.180] 中國製造主業
[01:03:16.180 - 01:03:17.180] 然後在哪裡
[01:03:17.180 - 01:03:18.180] 就可以
[01:03:18.180 - 01:03:19.180] 購買還是
[01:03:19.180 - 01:03:20.180] 有一個
[01:03:20.180 - 01:03:21.180] 訊譚還是
[01:03:21.180 - 01:03:22.180] 練習我們
[01:03:22.180 - 01:03:23.180] 如果這個
[01:03:23.180 - 01:03:24.180] 流程
[01:03:24.180 - 01:03:25.180] 沒有那麼快的話
[01:03:25.180 - 01:03:26.180] 它還是
[01:03:26.180 - 01:03:27.180] 有可能會
[01:03:27.180 - 01:03:28.180] 技術受到我們的有件
[01:03:28.180 - 01:03:29.180] 然後
[01:03:29.180 - 01:03:30.180] 等到
[01:03:30.180 - 01:03:31.180] 找到一些
[01:03:32.180 - 01:03:33.180] 它比較
[01:03:33.180 - 01:03:34.180] 想要看的
[01:03:34.180 - 01:03:35.180] 新鮮
[01:03:35.180 - 01:03:36.180] 尤其是
[01:03:36.180 - 01:03:37.180] 它
[01:03:37.180 - 01:03:38.180] 看到的
[01:03:38.180 - 01:03:39.180] 它受到的這個
[01:03:39.180 - 01:03:40.180] 有件的標題
[01:03:40.180 - 01:03:41.180] 是
[01:03:41.180 - 01:03:42.180] 對道理的
[01:03:42.180 - 01:03:43.180] 比較有心理的
[01:03:43.180 - 01:03:44.180] 它會覺得
[01:03:44.180 - 01:03:46.180] 可以我可以點進
[01:03:46.180 - 01:03:47.180] 點進去
[01:03:47.180 - 01:03:48.180] 然後就會到
[01:03:48.180 - 01:03:49.180] 上面的部分
[01:03:49.180 - 01:03:50.180] 它會有一個
[01:03:50.180 - 01:03:51.180] 巡航
[01:03:51.180 - 01:03:52.180] 或者練習我們
[01:03:52.180 - 01:03:53.180] 所以這個
[01:03:53.180 - 01:03:54.180] 是從一個
[01:03:54.180 - 01:03:55.180] 用戶的角度
[01:03:55.180 - 01:03:56.180] 它是
[01:03:56.180 - 01:03:58.180] 怎麼發現我們
[01:03:58.180 - 01:04:00.180] 到它可以管住
[01:04:00.180 - 01:04:01.180] 我們的有件影銷
[01:04:01.180 - 01:04:02.180] 然後到
[01:04:02.180 - 01:04:03.180] 收到了這些
[01:04:03.180 - 01:04:04.180] 有件的時候
[01:04:04.180 - 01:04:05.180] 如果
[01:04:05.180 - 01:04:06.180] 還沒有找到
[01:04:06.180 - 01:04:07.180] 比較很適合
[01:04:07.180 - 01:04:08.180] 就是比較適合
[01:04:08.180 - 01:04:09.180] 它的這種
[01:04:09.180 - 01:04:10.180] 有件的
[01:04:10.180 - 01:04:11.180] 內容的話
[01:04:11.180 - 01:04:12.180] 它可能會
[01:04:12.180 - 01:04:13.180] 技術受到
[01:04:13.180 - 01:04:14.180] 如果它
[01:04:14.180 - 01:04:15.180] 覺得
[01:04:15.180 - 01:04:16.180] 它受到的內容
[01:04:16.180 - 01:04:17.180] 還是會比較適合
[01:04:17.180 - 01:04:18.180] 它的
[01:04:18.180 - 01:04:19.180] 那就它
[01:04:19.180 - 01:04:20.180] 會快一點
[01:04:20.180 - 01:04:21.180] 點進
[01:04:21.180 - 01:04:22.180] 這個有件大
[01:04:22.180 - 01:04:23.180] 開這個有件
[01:04:23.180 - 01:04:24.180] 然後調道
[01:04:24.180 - 01:04:25.180] 這個有件
[01:04:25.180 - 01:04:26.180] 理念的
[01:04:26.180 - 01:04:27.180] 一個連接的
[01:04:27.180 - 01:04:28.180] 一個念念
[01:04:28.180 - 01:04:29.180] 有時候是
[01:04:29.180 - 01:04:30.180] 我們
[01:04:30.180 - 01:04:31.180] 另外一個
[01:04:31.180 - 01:04:32.180] 四角的提張號
[01:04:32.180 - 01:04:33.180] 還是說
[01:04:33.180 - 01:04:34.180] 是我們
[01:04:34.180 - 01:04:35.180] 中國製造的
[01:04:35.180 - 01:04:36.180] 主義
[01:04:36.180 - 01:04:37.180] 還是說
[01:04:37.180 - 01:04:38.180] 哪一個方面的
[01:04:38.180 - 01:04:39.180] 連接
[01:04:39.180 - 01:04:40.180] 它都在這份
[01:04:40.180 - 01:04:41.180] 有件裡面
[01:04:41.180 - 01:04:42.180] 能看到
[01:04:42.180 - 01:04:43.180] 就可以點進
[01:04:43.180 - 01:04:44.180] 這個連接
[01:04:44.180 - 01:04:45.180] 調道
[01:04:45.180 - 01:04:46.180] 這個念念
[01:04:46.180 - 01:04:47.180] 我們在
[01:04:47.180 - 01:04:48.180] 我們有件裡面
[01:04:48.180 - 01:04:49.180] 加的這個連接
[01:04:49.180 - 01:04:50.180] 這個是
[01:04:50.180 - 01:04:52.180] 用戶的
[01:04:52.180 - 01:04:54.180] 流程
[01:04:54.180 - 01:04:56.180] 那是我們還是需要學習
[01:04:56.180 - 01:04:58.180] 從我們的角度來看
[01:04:58.180 - 01:04:59.180] 這個有件
[01:04:59.180 - 01:05:00.180] 以銷的流程
[01:05:00.180 - 01:05:02.180] 是需要保和哪一些點
[01:05:02.180 - 01:05:03.180] 首先
[01:05:03.180 - 01:05:04.180] 我們需要提前
[01:05:04.180 - 01:05:05.180] 準備一下
[01:05:05.180 - 01:05:06.180] 如果我們
[01:05:06.180 - 01:05:08.180] 決定做有件以銷的話
[01:05:08.180 - 01:05:09.180] 我們先需要
[01:05:09.180 - 01:05:10.180] 準備
[01:05:10.180 - 01:05:11.180] 要利用的工具
[01:05:11.180 - 01:05:12.180] 我們先需要
[01:05:12.180 - 01:05:13.180] 的注刺這個
[01:05:13.180 - 01:05:14.180] 張號
[01:05:14.180 - 01:05:15.180] 就是注刺這個
[01:05:15.180 - 01:05:17.180] 有件以銷工具的張號
[01:05:17.180 - 01:05:18.180] 同時
[01:05:18.180 - 01:05:20.180] 我們還是需要
[01:05:20.180 - 01:05:21.180] 確定
[01:05:21.180 - 01:05:22.180] 我們公司
[01:05:22.180 - 01:05:23.180] 未來半年
[01:05:23.180 - 01:05:24.180] 我這位來一年的
[01:05:24.180 - 01:05:25.180] 銷貨動
[01:05:25.180 - 01:05:26.180] 不管是顯下的
[01:05:26.180 - 01:05:28.180] 還是顯上的都可以
