# 新课抢先学_5. 参展攻略（下）

language=zh
language_probability=1.000
model=tiny

[00:00:00.000 - 00:00:07.250] 我们再看后面两位
[01:14:11.510 - 01:14:14.590] 他后期的一个行动他愿不愿意在这边购买
[01:14:15.350 - 01:14:18.690] 所以不要操作过去不要听电话又不行
[01:14:18.950 - 01:14:21.250] 然后在握拆app或者电话吹着
[01:14:21.510 - 01:14:24.050] 我觉得这样的话让人会觉得很翻
[01:14:24.570 - 01:14:26.610] 那我刚才讲的是第一个难得
[01:14:27.130 - 01:14:29.670] 这个第一个难点第二个难点就是
[01:14:29.930 - 01:14:31.470] 也是非常普遍的就是
[01:14:31.730 - 01:14:33.530] 问过架和之后没有回复了
[01:14:34.810 - 01:14:35.830] 问了架格了
[01:14:36.090 - 01:14:37.110] 没有回复了
[01:14:37.370 - 01:14:38.890] 这个是很普遍的
[01:14:39.150 - 01:14:40.430] 那么什么情况呢
[01:14:40.690 - 01:14:41.970] 我觉得还是自己点
[01:14:42.230 - 01:14:44.790] 第一个难你的报价超出了他的预期
[01:14:45.810 - 01:14:49.650] 这个时候他不愿意告诉他议实他就不问了
[01:14:50.410 - 01:14:54.250] 所以你把家超出了他许实他停止了跟你交流
[01:14:54.710 - 01:14:56.550] 那个时候我们是需要思考一下
[01:14:56.810 - 01:14:59.630] 我到底有没有报告讲
[01:15:00.130 - 01:15:03.210] 我到底是不是过高的估计的我的利润
[01:15:03.990 - 01:15:07.050] 所以这个问题他们我们自己需要思考一个问一下
[01:15:08.070 - 01:15:11.410] 第二块就是他们收到了更便宜的报价了
[01:15:12.170 - 01:15:14.730] 所以你对咱回的竞争对手有所了解
[01:15:15.490 - 01:15:18.570] 他许件好像可能收到被更便宜的报价了
[01:15:19.090 - 01:15:21.650] 有的时候有人会说有的人不会说
[01:15:21.650 - 01:15:23.170] 直接就不跟你说了
[01:15:23.890 - 01:15:25.990] 他们他收到更便宜的报价之时
[01:15:25.990 - 01:15:28.030] 你要了解到在这个展会上面
[01:15:28.550 - 01:15:31.110] 从美国这欧美客户肯定是比例贵
[01:15:31.370 - 01:15:34.690] 但是你一些其他的中国展商是不是很有可能
[01:15:35.450 - 01:15:39.050] 这个报价是比例便宜的你这个是要有所了解的
[01:15:39.550 - 01:15:42.370] 第三个呢就是他们事实上就是过来套价格的
[01:15:42.630 - 01:15:43.910] 重点的注意的
[01:15:44.170 - 01:15:47.230] 他们的体现很多人是过来套价格的就是骗子
[01:15:47.490 - 01:15:51.590] 那么重点注意专业客户的专业请家客户
[01:15:52.110 - 01:15:54.410] 他们是不是在挑战格
[01:15:54.670 - 01:15:57.730] 很多重点专业的钱在客户
[01:15:57.990 - 01:16:00.030] 他们套价格是直接
[01:16:00.290 - 01:16:03.370] 是合自己的现有的供应商进行对比
[01:16:04.130 - 01:16:07.970] 他拿你的价格跟他对比去压他的现有些供应商的价格
[01:16:08.490 - 01:16:10.270] 所以你就是被套了
[01:16:10.530 - 01:16:11.550] 被套的价格了
[01:16:12.070 - 01:16:14.890] 所以在这个问题上面你一定要弄清楚就是
[01:16:14.890 - 01:16:18.470] 一些专业钱在客户问的价格之后他直接就不理解
[01:16:18.730 - 01:16:21.030] 说白了他肯定有现有客户
[01:16:21.490 - 01:16:22.310] 现有工商
[01:16:22.830 - 01:16:24.870] 而且你只是他的背态
[01:16:25.630 - 01:16:29.470] 这个呢我等我放到低溜体当中来跟大家具体在讨论一下
[01:16:29.990 - 01:16:32.550] 一次一个呢就是他本身就不是对口客户
[01:16:33.050 - 01:16:36.130] 这个和刚才那个情况一样他只是过来问一个价格
[01:16:36.650 - 01:16:38.690] 他就像光明要会一样过来光大街的
[01:16:38.950 - 01:16:41.510] 所以这样的客户呢也不要觉得
[01:16:42.030 - 01:16:47.150] 失去他是多么可惜的所以你这个之前要有一个最准确的相对准确的预判
[01:16:47.910 - 01:16:48.930] 第三个蓝蓝蓝出来了
[01:16:49.390 - 01:16:52.010] 就是客户啊问了很多的问题了
[01:16:52.510 - 01:16:54.310] 那为什么还是没有购买了
[01:16:55.590 - 01:16:56.350] 这个是
[01:16:56.870 - 01:17:00.710] 我们也会经的遇到而且这种情况会感觉很垂头上期的
[01:17:01.470 - 01:17:01.990] 是
[01:17:02.750 - 01:17:03.770] 是上了
[01:17:04.550 - 01:17:06.590] 这样的问题呢有非常地普遍
[01:17:07.370 - 01:17:11.450] 第一个呢比较普遍的是因为你没有达到客户的要求
[01:17:12.230 - 01:17:15.050] 并且客户也没有告知你他真正想要
[01:17:16.070 - 01:17:18.890] 你没有告诉你没有达到他的要求
[01:17:19.130 - 01:17:20.210] 这是核心重点
[01:17:21.750 - 01:17:25.590] 观念是你不会聊天你没有挖出他真正的需求
[01:17:26.090 - 01:17:30.450] 或者说他真正想要的东西你为什么没有打到他的要求
[01:17:30.970 - 01:17:33.770] 是你的企业做不到那样的水平
[01:17:35.310 - 01:17:36.850] 还是你的东西
[01:17:37.870 - 01:17:42.230] 你没有挖出真正的需求你的东西错过了这样的机会
[01:17:42.990 - 01:17:46.570] 这个时候我让为我们自己本身来说
[01:17:46.830 - 01:17:48.110] 是要重新思考的
[01:17:49.130 - 01:17:52.010] 第二个呢就是客户只是向你
[01:17:52.250 - 01:17:53.790] 更多的确确的信息
[01:17:54.050 - 01:17:56.610] 方便他的供应商和合作工厂赶紧
[01:17:57.110 - 01:17:58.410] 这是很有可能
[01:17:58.910 - 01:18:00.710] 就是刚才的套价格的思路
[01:18:00.970 - 01:18:04.810] 他这个不仅仅仅是套价格的是更多的信息的确确
[01:18:05.830 - 01:18:10.690] 为什么呢因为合作别人的合作不仅仅仅可能不仅仅仅是买买的关系
[01:18:10.950 - 01:18:11.970] 可能佔股
[01:18:12.730 - 01:18:15.050] 还有可能割多方面一起合作呀
[01:18:15.570 - 01:18:17.350] 这种可能冒义方式
[01:18:17.610 - 01:18:20.170] 并非是一个低价就能改变的
[01:18:21.190 - 01:18:21.970] 市场
[01:18:22.470 - 01:18:26.310] 的规则并非值有价格能够冲破
[01:18:26.830 - 01:18:30.670] 很多的时候别人大见的框价是非常稳定的
[01:18:31.430 - 01:18:33.210] 你几次在空
[01:18:33.230 - 01:18:35.270] 几次价格比他们低很多
[01:18:35.530 - 01:18:36.810] 他们就是不代理完
[01:18:37.070 - 01:18:39.370] 因为他们已经形成了
[01:18:39.630 - 01:18:41.410] 稳定的商业模式
[01:18:42.190 - 01:18:44.490] 而且作为新的供应商
[01:18:44.490 - 01:18:47.830] 你的未来有某你的靠性可依既性
[01:18:48.070 - 01:18:50.370] 到底有多少真正的体现
[01:18:50.890 - 01:18:53.190] 这个时候我们需要做的法师
[01:18:54.470 - 01:18:55.750] 第三方就是
[01:18:56.010 - 01:18:59.590] 你是的上真没有准确的给你客户他想要的
[01:19:00.110 - 01:19:02.930] 你只是买你想买
[01:19:03.690 - 01:19:04.710] 大家回头
[01:19:04.970 - 01:19:06.770] 是细细思考这句话
[01:19:07.030 - 01:19:10.090] 你没有给越客户他想要的
[01:19:10.090 - 01:19:11.890] 你只是买你想买的
[01:19:11.890 - 01:19:15.730] 说白了没有弄清楚客户
[01:19:15.990 - 01:19:18.290] 想要的真正想要的原因
[01:19:18.810 - 01:19:20.590] 只是买你想买了
[01:19:20.850 - 01:19:21.110] 对不对
[01:19:21.370 - 01:19:23.410] 没有弄清楚客户想要的原因
[01:19:23.670 - 01:19:24.430] 所以
[01:19:24.690 - 01:19:25.450] 这个
[01:19:25.710 - 01:19:28.790] 是我们作为销售来说最大的一个计回
[01:19:29.050 - 01:19:31.090] 我们变成那一种赢销
[01:19:31.350 - 01:19:33.910] 或者变成那种传销或者推销
[01:19:34.170 - 01:19:36.210] 只允将产品推出去
[01:19:36.990 - 01:19:38.770] 我们的客户想要什么呢
[01:19:39.030 - 01:19:40.050] 我们不知道
[01:19:40.810 - 01:19:43.130] 这个时候我们要重新思考一下
[01:19:43.630 - 01:19:46.970] 我们的游件沟通啊我们的语言的沟通啊
[01:19:47.470 - 01:19:51.310] 在后面我会和大家在第六最后一堂课呢我们更多的
[01:19:51.570 - 01:19:53.870] 讨论一下游件当中的一些细节
[01:19:54.650 - 01:19:56.950] 然后我们来再看第四款
[01:19:57.450 - 01:20:00.530] 就是要到了客户要到的样品之后
[01:20:00.790 - 01:20:02.070] 就没有回复了
[01:20:03.610 - 01:20:04.630] 这也是
[01:20:04.890 - 01:20:06.170] 也是非常普遍的
[01:20:06.690 - 01:20:10.010] 因为什么第一个样品并没有你所说的那么好
[01:20:11.550 - 01:20:12.570] 你总是说的好
[01:20:12.830 - 01:20:15.390] 可是客户拿到了样品出的效果
[01:20:15.650 - 01:20:17.170] 和你所说的可能不一样
[01:20:18.210 - 01:20:20.510] 他可以拍照片跟你想起说
[01:20:20.770 - 01:20:23.830] 那么你这个主席了按摩就大打折扣了
[01:20:24.870 - 01:20:27.410] 所以你的样品并没有你所说的那么好
[01:20:28.950 - 01:20:33.050] 第二款就是样品出现了问题或者下次
[01:20:33.250 - 01:20:36.370] 你给客户的样品就并不一定是完美的样品
[01:20:36.630 - 01:20:40.470] 可能出现包装的问题可能是出现的物流状的问题
[01:20:40.730 - 01:20:41.750] 出现的问题反正
[01:20:42.270 - 01:20:44.050] 这个时候客户拿一样品
[01:20:44.310 - 01:20:46.110] 一下的印象就不好了
[01:20:47.890 - 01:20:53.790] 所以这个事情让我们再思考一下我们的样品是不是意税或者意税害的
[01:20:54.050 - 01:20:57.110] 损坏的样品我们如何保证我们的样品的
[01:20:57.370 - 01:20:58.390] 这个完美性
[01:20:59.670 - 01:21:02.490] 第三个就是样品说慘难的效果
[01:21:02.490 - 01:21:04.290] 和客户想象的并不相同
[01:21:05.310 - 01:21:09.910] 所以我们要想清楚要弄清楚客户真正想要怎么样的样品
[01:21:10.430 - 01:21:11.970] 想要达到什么样的效果
[01:21:12.230 - 01:21:15.290] 我们对这一样品有没有这样的性能够达到
[01:21:15.810 - 01:21:17.330] 这个是非常重要的
[01:21:17.590 - 01:21:21.430] 第四个就是他们拿到了一些其他更好的样品
[01:21:22.450 - 01:21:25.790] 也是说白的说出来就是一个指揮的问题
[01:21:26.050 - 01:21:27.570] 竟真对手的问题
[01:21:28.550 - 01:21:34.230] 他们拿了别人更好的样品你的样品不如别人你要弄清楚底的样品的等级
[01:21:34.490 - 01:21:36.790] 随平到底在什么样的存置上面
[01:21:37.810 - 01:21:39.350] 这个是要有信心的
[01:21:39.850 - 01:21:41.910] 那么第五个问题就是
[01:21:43.450 - 01:21:45.230] 我们也非常普遍的
[01:21:45.490 - 01:21:47.530] 就是因为是国际贸易
[01:21:47.790 - 01:21:53.170] 国际贸易和国际贸易不一样的待遇有很大的一个麻烦就是实差
[01:21:53.930 - 01:21:56.490] 他也包括地区不同的服务问题
[01:21:57.010 - 01:21:59.570] 因为实贪不一样地区服务不一样
[01:22:00.330 - 01:22:03.410] 所以当同时候我再往上找到的大家可以看一下
[01:22:03.930 - 01:22:07.770] 我们中国的时间往往跟美国的时间是有大概是
[01:22:08.270 - 01:22:11.610] 11个小时
[01:22:12.110 - 01:22:13.650] 到10个小时的时昌
[01:22:14.410 - 01:22:19.030] 一般来说现在无比我做晚上我们现在的8点半时间美国才刚刚算班
[01:22:19.750 - 01:22:23.130] 8点半美国的8点半有的时候可能是美国的7点半
[01:22:23.890 - 01:22:25.950] 所以这个是一个很大的10塌的麻烦
[01:22:26.710 - 01:22:29.270] 那么我们很多的产品
[01:22:30.550 - 01:22:31.830] 客户收到之后
[01:22:32.590 - 01:22:34.390] 我们没有办法是
[01:22:34.910 - 01:22:36.430] 第一时间去直到他们
[01:22:36.950 - 01:22:38.990] 那么这个是一个非常大的麻烦
[01:22:40.270 - 01:22:42.070] 以前让我在
[01:22:42.330 - 01:22:46.170] 非常尝尝加这个展会的时候这个多软厌的时候
[01:22:46.430 - 01:22:48.470] 客户有很朝级的客户
[01:22:48.470 - 01:22:51.290] 对我的产品非常的感兴趣
[01:22:51.790 - 01:22:53.070] 他问了我一个问题
[01:22:53.590 - 01:22:55.890] 你们怎么在这个当地市场做服务
[01:22:56.410 - 01:22:59.470] 当我如果遇到了问题我早里怎么找
[01:22:59.730 - 01:23:02.550] 而且是你现场帮我解决这个问题
[01:23:02.810 - 01:23:03.570] 怎么解决
[01:23:04.850 - 01:23:07.930] 那么在这个问题上面当时我遇到了不少的麻烦
[01:23:08.190 - 01:23:09.710] 而且显得比较的贝导
[01:23:10.990 - 01:23:14.070] 我又回到了这个问题到必须拿出来跟大家讨论
[01:23:14.330 - 01:23:15.610] 不仅是美国市场了
[01:23:15.870 - 01:23:18.410] 包括欧洲市场往往也比我们卖
[01:23:18.470 - 01:23:20.770] 这个大概六个小时到八个小时左右
[01:23:21.290 - 01:23:22.310] 这也是非常普遍的
[01:23:23.330 - 01:23:24.350] 那么第一个
[01:23:24.870 - 01:23:25.890] 就是培养代理商
[01:23:26.910 - 01:23:30.250] 渊到以前代理过的竞争对手产品的竞挑商
[01:23:31.010 - 01:23:32.810] 你可以在林科印装面
[01:23:33.070 - 01:23:33.570] 尊找
[01:23:33.830 - 01:23:34.350] 比如说
[01:23:34.590 - 01:23:37.410] 你打出入竞争对手的公司名
[01:23:37.670 - 01:23:39.970] 加你所需要找的那个地区
[01:23:40.750 - 01:23:42.030] 你去找这样的人
[01:23:42.530 - 01:23:45.350] 那么他以前有一些理智的人也会给你翻出来
[01:23:45.610 - 01:23:48.430] 你愿意不愿意去培养他们成为你的代理商
[01:23:49.190 - 01:23:50.770] 当时我做软件的时候
[01:23:51.030 - 01:23:53.850] 我大部分的这个竞争对手都是欧洲的客户
[01:23:54.610 - 01:23:58.210] 欧洲人在美国市场的开吞非常的好为什么
[01:23:58.710 - 01:24:00.750] 他们直接做美国做了分布
[01:24:01.010 - 01:24:02.550] 顾用了美国当地的人
[01:24:03.310 - 01:24:05.870] 然后让美国人自己去跑自己的市场
[01:24:06.130 - 01:24:06.650] 他付付
[01:24:06.910 - 01:24:07.670] 他付钱给他们
[01:24:08.950 - 01:24:10.490] 所以从我们回到第二个就是
[01:24:10.750 - 01:24:12.790] 面对基金性相对教高的客户
[01:24:13.050 - 01:24:15.870] 可以我们自己主动交流代理的问题
[01:24:16.630 - 01:24:17.910] 我们就是培养代理
[01:24:18.370 - 01:24:19.710] 我们自己主动
[01:24:20.210 - 01:24:22.010] 培养我们的当地的代理
[01:24:23.030 - 01:24:26.870] 第三个是我以前在做指挡时候也遇到这样的问题但是
[01:24:27.130 - 01:24:28.670] 我们老板也是非常地充满
[01:24:28.910 - 01:24:32.250] 他去以前和竞争对手
[01:24:32.750 - 01:24:35.310] 你只得一个人员
[01:24:35.830 - 01:24:38.650] 他们固用他他就固用这个人员
[01:24:38.910 - 01:24:41.470] 去爬美国的当地市场
[01:24:42.230 - 01:24:46.830] 那么当时这个人工的美国人军工资量是我们中国的三倍
[01:24:47.910 - 01:24:51.490] 所以当他的工资是我们的三倍的时候公司要得付出更多
[01:24:51.750 - 01:24:54.310] 而且麻烦的事情就不太好管理
[01:24:54.570 - 01:24:58.410] 但是你固用一个要非常有经验的人呢是可以出成果的
[01:24:58.910 - 01:25:03.270] 所以你这个也是有丰写也是有机会在这边
[01:25:04.030 - 01:25:06.610] 在这个问题上面的话你需要学习的就是
[01:25:06.850 - 01:25:08.390] 该怎么样去
[01:25:08.890 - 01:25:13.250] 去找到循找到那个他他是运以为你
[01:25:13.510 - 01:25:15.050] 去跑当地市场的员工
[01:25:15.510 - 01:25:19.410] 而且你该如何去跟他合理的分配你们的工作的问题
[01:25:19.910 - 01:25:24.770] 因为我们往往谈客户并非真的是我们坐在办公室就能谈下来的
[01:25:25.290 - 01:25:27.330] 我们真的只有必须去跑市场
[01:25:27.850 - 01:25:28.870] 然后去跑
[01:25:29.130 - 01:25:31.690] 去面对客户面对面的去说
[01:25:31.950 - 01:25:34.510] 可能问题才能相对的考解绝一些
[01:25:35.790 - 01:25:40.130] 第四个就是我这个欧洲客户经常的一种非常推荐就是
[01:25:40.390 - 01:25:42.690] 建立国外当制当地的分制机构
[01:25:42.890 - 01:25:45.250] 我为什么放在最后呢因为他太贵了
[01:25:46.010 - 01:25:47.290] 费用成本太高了
[01:25:47.550 - 01:25:49.610] 费用成本中央期间能够办理的
[01:25:50.370 - 01:25:52.930] 所以在这个点上面我觉得大家可以
[01:25:53.190 - 01:25:54.470] 而只是了解一下
[01:25:55.230 - 01:25:59.070] 当我们遇到的这样的不同时期服务的问题的时候
[01:25:59.330 - 01:26:00.870] 你要有所准备
[01:26:01.130 - 01:26:03.670] 你要是不但是要谈客户
[01:26:03.930 - 01:26:06.250] 要挖掘到培养一些人
[01:26:06.490 - 01:26:08.290] 去愿意为你去做一些事
[01:26:08.810 - 01:26:10.590] 你要去跟老板
[01:26:10.850 - 01:26:12.130] 一起讨论这件事情
[01:26:12.690 - 01:26:14.230] 看看他对此事的想法
[01:26:16.370 - 01:26:20.730] 那么我们还有个最后的一个问题也是一个最难的问题
[01:26:21.750 - 01:26:26.110] 就是很多人更愿意和现有的合作后段合作
[01:26:26.370 - 01:26:29.170] 当我们知道这样的情况之后我们该怎么办
[01:26:30.970 - 01:26:31.730] 第一个
[01:26:32.490 - 01:26:34.030] 你要直接问出
[01:26:34.290 - 01:26:35.830] 他竟然主动跟你说了
[01:26:36.090 - 01:26:38.650] 你就直接问他他的复办名字
[01:26:39.410 - 01:26:41.710] 不要怕欧美人有的人直接会回答
[01:26:42.230 - 01:26:44.270] 但是这个成功女会不一定很高
[01:26:44.270 - 01:26:45.290] 但是你可以直接出问
[01:26:46.310 - 01:26:48.110] 问完之后如果问不到
[01:26:49.130 - 01:26:51.950] 你看看他们公司官方网站上面的情况
[01:26:52.970 - 01:26:54.250] 看公司官方网站
[01:26:54.510 - 01:26:55.530] 如果还是没有
[01:26:56.550 - 01:26:59.110] 看看明刻印象们他们的联系情况
[01:26:59.630 - 01:27:02.950] 是不是有合理的竞争对手和他们是有年期的
[01:27:03.210 - 01:27:05.270] 会有一些奥杜人卖牙这样的情况
[01:27:06.030 - 01:27:07.830] 观察这些关系网络
[01:27:08.590 - 01:27:10.630] 你在去进行推测猜测
[01:27:11.410 - 01:27:13.970] 你要去成为一个情报迪报人员
[01:27:14.470 - 01:27:17.330] 你要默清隆他到底是随合作的
[01:27:17.590 - 01:27:18.610] 不然说不止的
[01:27:18.870 - 01:27:22.710] 有的时候我们必须通过各个的角度去查出来
[01:27:24.760 - 01:27:27.320] 当你也知道了
[01:27:27.820 - 01:27:28.860] 竞争对手之后
[01:27:30.140 - 01:27:32.440] 他还愿意和点竞争对手合作不吃吗
[01:27:32.960 - 01:27:36.780] 那么这个时候你需要对比你和竞争对手的不同
[01:27:37.560 - 01:27:39.100] 可以通过
[01:27:39.360 - 01:27:41.400] 有的时候竞争对手不是在
[01:27:41.660 - 01:27:43.200] 在国内的话
[01:27:43.400 - 01:27:46.520] 你可以通过国内的市场同时去打听
[01:27:46.780 - 01:27:48.840] 了解客户选择他们的原因
[01:27:49.080 - 01:27:50.120] 这是一个方面
[01:27:50.620 - 01:27:54.980] 那么如果说这个客户不在国内在国外的话
[01:27:55.240 - 01:27:59.080] 你可以邀请你那个市场的钱在客户
[01:27:59.340 - 01:28:00.860] 或者是合作客户
[01:28:01.120 - 01:28:02.140] 去问他们
[01:28:02.400 - 01:28:05.220] 这个人到底什么情况这家公司
[01:28:05.980 - 01:28:06.740] 等等
[01:28:07.260 - 01:28:08.540] 你要不要怕问
[01:28:08.800 - 01:28:10.600] 因为客户选择你
[01:28:10.840 - 01:28:13.160] 客户既然愿意做国际贸易
[01:28:13.200 - 01:28:16.780] 说明他对国内的供应商已经基本很了解了
[01:28:17.040 - 01:28:18.320] 他不可能不了解
[01:28:18.580 - 01:28:22.420] 所以你肯定要去问清楚他选择你的原因是什么
[01:28:22.680 - 01:28:24.980] 早出对比出你人不同点
[01:28:25.240 - 01:28:26.780] 不早出你的优势
[01:28:27.780 - 01:28:29.320] 有了在情况之后
[01:28:29.580 - 01:28:31.120] 出出你的量点
[01:28:31.380 - 01:28:34.700] 不定期的更新新的产品给倾在客户
[01:28:34.960 - 01:28:37.780] 同时寻找新的金销商去擠亚
[01:28:39.060 - 01:28:41.880] 就是一般方便要去邀请他
[01:28:42.080 - 01:28:43.420] 去成为你的扣户
[01:28:43.680 - 01:28:45.460] 硬发明要去擠亚他
[01:28:45.720 - 01:28:45.980] 逼他
[01:28:46.740 - 01:28:49.820] 这个时候你需要一个你更大的勇气
[01:28:50.840 - 01:28:53.900] 所以这个我66个问题
[01:28:54.160 - 01:28:55.960] 我讲的呢这个东西呢
[01:28:56.220 - 01:28:57.760] 所谓的核心有合作核半的
[01:28:58.260 - 01:28:59.280] 和这个
[01:29:00.560 - 01:29:02.360] 这个钱在客户的一个关系呢
[01:29:02.880 - 01:29:06.960] 我觉得更多的时候是一个比较慢产的工作
[01:29:07.220 - 01:29:09.520] 我们面对这样的事情不要走
[01:29:09.780 - 01:29:10.540] 不要怕
[01:29:11.000 - 01:29:12.080] 而且不要换
[01:29:12.580 - 01:29:15.140] 应该是想办法突破他把它给拉出来
[01:29:15.400 - 01:29:16.940] 拉出来之后跟他去合作
[01:29:17.200 - 01:29:18.220] 或者是几个他
[01:29:18.480 - 01:29:19.760] 把它给几处这吃糖
[01:29:20.260 - 01:29:21.540] 你要有当的信心
[01:29:21.800 - 01:29:22.820] 和在了勇气
[01:29:23.340 - 01:29:26.920] 抓住一些机会然后就为自己去突破更好的吃糖
[01:29:27.180 - 01:29:28.200] 去打下击处
[01:29:34.420 - 01:29:34.920] 然后
[01:29:35.440 - 01:29:37.740] 今天呢是我们最后一堂客
[01:29:38.240 - 01:29:43.120] 那今天晚上呢我跟大家分享一些真正的干货就是我们实在
[01:29:43.640 - 01:29:46.960] 因为我们很多时候面对的很多是具体的问题
[01:29:47.220 - 01:29:50.280] 我们面对具体的问题我们该去如何处理
[01:29:51.060 - 01:29:54.120] 这里面呢我今天是大量的具体的问题在里面
[01:29:54.640 - 01:29:58.740] 希望能够给大家能够带来一些分享
[01:29:59.240 - 01:30:03.340] 所以今天主要就是客户了跟中的安理的分析
[01:30:03.860 - 01:30:09.240] 那一开始呢我会将一个关于有见到弱的例子呢和大家分析讨论一下
[01:30:09.740 - 01:30:11.280] 然后我们接近你的对
[01:30:11.480 - 01:30:13.840] 之后呢我会拿我们的这个
[01:30:14.600 - 01:30:15.380] 这个
[01:30:15.380 - 01:30:18.700] 学员的给我的案例然后我们一起来讨论一下
[01:30:18.960 - 01:30:22.280] 然后我们在发现这个啟动的一些变化之类的
[01:30:22.540 - 01:30:23.560] 我们先看第一个
[01:30:24.340 - 01:30:26.380] 第一个是一个业务员A
[01:30:26.640 - 01:30:28.440] 那么业务员A呢
[01:30:29.460 - 01:30:34.060] 这个也是一个相同的情况啊背景的情况就是刚刚参加完展会
[01:30:34.320 - 01:30:37.640] 回到办公室然后呢就开始列东西了
[01:30:38.160 - 01:30:40.460] 那我们看一看它是怎么弄的
[01:30:41.480 - 01:30:42.560] 第一个弄了就是
[01:30:42.820 - 01:30:45.120] Handle over smash meeting
[01:30:45.640 - 01:30:49.220] Furulate Lay the Light Detail是什么什么什么
[01:30:50.240 - 01:30:52.040] 那么这个开始呢
[01:30:52.280 - 01:30:54.840] 强调这个退役的名称
[01:30:55.360 - 01:30:59.720] 然后Furulate Lay the Light Detail
[01:31:00.220 - 01:31:02.280] 那么更多的内容
[01:31:03.040 - 01:31:04.320] 是什么发什么什么
[01:31:05.080 - 01:31:05.600] 可是
[01:31:05.860 - 01:31:10.460] 它没有在有见到中直接的去引出出来是什么东西
[01:31:10.920 - 01:31:12.520] 只是更多的DTURES
[01:31:12.760 - 01:31:14.560] 所以我们来看看DTURES是什么呢
[01:31:15.060 - 01:31:16.600] 后面是DR什么什么
[01:31:16.860 - 01:31:18.140] 类似于的谁
[01:31:18.400 - 01:31:19.420] 什么complete
[01:31:19.680 - 01:31:23.780] We match and receive the bill that is to new in the fair
[01:31:25.060 - 01:31:27.100] 它强调了一下然后呢
[01:31:27.360 - 01:31:28.640] 说明的一下
[01:31:28.900 - 01:31:31.200] 这个呢但是说明呢很正常
[01:31:31.460 - 01:31:34.260] 但是这个说明呢好感觉是毫无量的
[01:31:35.040 - 01:31:37.600] 然后第二个就是第二句开始了
[01:31:38.360 - 01:31:42.460] 3x4硬确实在在1r1 LED Light
[01:31:43.480 - 01:31:47.080] 3x4硬确实在在1r1 LED Light
[01:31:48.860 - 01:31:49.880] 这个
[01:31:50.140 - 01:31:53.220] 是问题来了这一句话简直就是一个
[01:31:54.760 - 01:31:55.520] 废话
[01:31:55.780 - 01:31:56.540] 因为
[01:31:56.800 - 01:31:58.340] 不起到任何的作用
[01:31:58.600 - 01:31:59.620] 除了课
[01:32:00.380 - 01:32:01.660] 所以我看了一下呢
[01:32:01.920 - 01:32:03.460] 前面20个字
[01:32:03.720 - 01:32:04.480] 当中
[01:32:05.000 - 01:32:07.040] 基本上没有弹到核心
[01:32:07.040 - 01:32:09.340] 后面它可以弹核心了
[01:32:09.600 - 01:32:11.900] 而言M Attacking Your Cat Lord
[01:32:12.160 - 01:32:16.000] 所以你看CymoDTURES about all our capacity
[01:32:16.260 - 01:32:17.540] Cababalatease
[01:32:18.300 - 01:32:19.580] 在这个问题上面它没有强调
[01:32:19.840 - 01:32:22.920] 我们的东西它只是简单的
[01:32:23.680 - 01:32:25.980] 把产品的这个幕路
[01:32:26.240 - 01:32:27.520] 给予了别人
[01:32:27.780 - 01:32:28.540] 然后呢
[01:32:28.800 - 01:32:29.560] 然后呢
[01:32:29.820 - 01:32:30.080] 然后呢
[01:32:30.340 - 01:32:30.600] 然后呢
[01:32:31.360 - 01:32:32.380] 然后呢
[01:32:32.640 - 01:32:33.400] 然后呢
[01:32:33.660 - 01:32:34.180] 然后呢
[01:32:34.180 - 01:32:35.720] 然后呢
[01:32:37.240 - 01:32:41.860] 装它简单的给予产品幕路给别人的时候就相当于推銷
[01:32:42.120 - 01:32:43.400] 我有这个东西你看吧
[01:32:43.660 - 01:32:46.220] 你可以在这个当中看到我们的实力
[01:32:46.980 - 01:32:47.500] 好
[01:32:47.740 - 01:32:49.020] 我反问一个问题
[01:32:49.540 - 01:32:52.620] 你把东西被别人看了让别人知道你的
[01:32:53.380 - 01:32:53.900] 实力了
[01:32:55.420 - 01:32:56.200] 这个
[01:32:56.460 - 01:32:58.000] 你的价值在哪呢
[01:32:59.260 - 01:32:59.780] 第二
[01:33:00.300 - 01:33:02.600] Also Customerized Service
[01:33:02.600 - 01:33:04.900] 是 available from all the company
[01:33:05.420 - 01:33:07.980] Place Feel free to inform us
[01:33:08.220 - 01:33:09.500] if needed
[01:33:10.280 - 01:33:10.780] 同样
[01:33:11.300 - 01:33:13.340] 这个服务是
[01:33:13.600 - 01:33:17.180] 远你我们的这个可能是和我们的公司相关的
[01:33:17.700 - 01:33:20.780] 然后如果你需要的话请告诉我们
[01:33:21.540 - 01:33:22.820] 反过来问一个问题
[01:33:23.080 - 01:33:25.640] 如果说它不需要你怎么办呢
[01:33:25.900 - 01:33:26.920] 你有天上去吗
[01:33:27.940 - 01:33:28.960] 最后一句话是
[01:33:28.960 - 01:33:33.320] 为我们要 start getting to work once received it will reply
[01:33:33.820 - 01:33:34.840] 我们
[01:33:35.100 - 01:33:38.940] 开始工作一旦收到你的回复的话
[01:33:39.200 - 01:33:41.500] 那我不回复你就不工作了吗
[01:33:42.020 - 01:33:45.080] 所以这一篇有务劲的问题是
[01:33:45.340 - 01:33:46.360] 他认为
[01:33:46.880 - 01:33:49.960] 你可以跟上了然后表示客气的
[01:33:50.460 - 01:33:52.260] 可是这个水平
