# 新课抢先学_3. 邮件营销（下）

language=zh
language_probability=1.000
model=tiny

[00:00:00.000 - 00:00:10.140] 那正好 安欲來到這個部分的內容
[00:00:10.140 - 00:00:15.260] 我們在這期內的課程有十到很多的關於郵政影校
[00:48:34.130 - 00:48:35.810] 跟你合作等等
[00:48:35.810 - 00:48:40.370] 所以打開率還是很重要的
[00:48:40.370 - 00:48:41.810] 另外一個點是
[00:48:41.810 - 00:48:43.810] 如果你在你
[00:48:43.810 - 00:48:44.690] 有件
[00:48:44.690 - 00:48:46.210] 的數據分析裡面
[00:48:46.210 - 00:48:48.930] 看到有很高的推定率
[00:48:48.930 - 00:48:50.450] 如果是一次性的話
[00:48:50.450 - 00:48:51.490] 你不用擔心
[00:48:51.490 - 00:48:53.010] 海試比照真長的
[00:48:53.010 - 00:48:54.370] 有很多用護
[00:48:54.370 - 00:48:57.170] 他們可能是自己的需求
[00:48:57.170 - 00:48:58.770] 有一些變化不才先
[00:48:58.770 - 00:49:01.570] 給你公司相關的
[00:49:01.570 - 00:49:03.250] 一些有件和
[00:49:03.250 - 00:49:04.370] 更新
[00:49:04.370 - 00:49:05.410] 但是如果你發現
[00:49:05.410 - 00:49:06.770] 最近的推定率
[00:49:06.770 - 00:49:08.370] 還是都很高的
[00:49:08.370 - 00:49:10.210] 也不等著增加
[00:49:10.210 - 00:49:12.610] 說明你最近發的內容
[00:49:12.610 - 00:49:14.610] 是對他們來說
[00:49:14.610 - 00:49:16.370] 不算特別有系列
[00:49:16.370 - 00:49:17.010] 或者
[00:49:17.010 - 00:49:18.370] 不算特別有效的
[00:49:18.370 - 00:49:19.890] 他們可能就覺得
[00:49:19.890 - 00:49:21.650] 他們不才想要看
[00:49:21.650 - 00:49:22.850] 所以這個也是
[00:49:22.850 - 00:49:24.610] 你特別可以管住的
[00:49:24.610 - 00:49:26.210] 其中另外一個
[00:49:26.210 - 00:49:27.490] 數據
[00:49:27.490 - 00:49:30.770] 我們已經捷到了
[00:49:30.770 - 00:49:32.770] 有件影響相關的
[00:49:32.770 - 00:49:34.290] 整一個流程
[00:49:34.290 - 00:49:35.730] 總如何注冊
[00:49:35.730 - 00:49:37.650] 我們有件影響的工具
[00:49:37.650 - 00:49:39.010] 到我們怎麼可以
[00:49:39.010 - 00:49:39.970] 選擇
[00:49:39.970 - 00:49:42.290] 我們有件影響的
[00:49:42.290 - 00:49:43.090] 數重
[00:49:43.090 - 00:49:45.330] 到我們可以發送什麼
[00:49:45.330 - 00:49:46.530] 方面的內容
[00:49:46.530 - 00:49:47.570] 到我們怎麼可以
[00:49:47.570 - 00:49:49.570] 是自己我們的內容
[00:49:49.570 - 00:49:51.010] 發送我們的內容
[00:49:51.010 - 00:49:51.970] 以及是
[00:49:51.970 - 00:49:53.570] 可以做我們
[00:49:53.570 - 00:49:55.330] 發送內容以後的
[00:49:55.330 - 00:49:56.850] 出去分析
[00:49:56.850 - 00:49:59.410] 我們現在就要開始
[00:49:59.410 - 00:50:01.010] 講的
[00:50:01.010 - 00:50:03.490] 另外一個方面的內容
[00:50:03.490 - 00:50:04.690] 我們要講的內容
[00:50:04.690 - 00:50:05.250] 主要是
[00:50:05.250 - 00:50:07.330] 跟普通有件有關係
[00:50:07.330 - 00:50:08.610] 但是這些信息
[00:50:08.610 - 00:50:11.170] 其實可以用到有件影響
[00:50:11.170 - 00:50:12.050] 上面
[00:50:12.050 - 00:50:13.170] 不管是
[00:50:13.170 - 00:50:14.370] 你跟科物溝通
[00:50:14.370 - 00:50:15.810] 是利用普通有件
[00:50:15.810 - 00:50:17.570] 還是這種
[00:50:17.570 - 00:50:19.410] 好看一點的有件影響的
[00:50:19.410 - 00:50:20.930] 有件都可以
[00:50:20.930 - 00:50:21.730] 所以我們現在
[00:50:21.730 - 00:50:23.250] 準備學習的是
[00:50:23.250 - 00:50:24.370] 我們怎麼可以
[00:50:24.370 - 00:50:26.290] 找到科護的有相
[00:50:26.290 - 00:50:27.810] 練習性的科物
[00:50:27.810 - 00:50:28.650] 也怎麼可以
[00:50:28.650 - 00:50:30.050] 跟科物溝通
[00:50:30.050 - 00:50:31.810] 也怎麼可以通過
[00:50:31.810 - 00:50:34.610] 第一次給他們發有件的時候
[00:50:34.610 - 00:50:35.410] 就經典
[00:50:35.410 - 00:50:38.450] 讓他們對我們有一個補充的影響
[00:50:38.450 - 00:50:40.050] 就想要跟我們合作
[00:50:40.050 - 00:50:41.650] 或者至少是想要
[00:50:41.650 - 00:50:42.850] 了解更多的
[00:50:42.850 - 00:50:47.280] 關於我們的公司的業務
[00:50:47.280 - 00:50:48.880] 這也感謝大家
[00:50:48.880 - 00:50:50.880] 期待一起學習
[00:50:50.880 - 00:50:52.560] 其他方面的內容
[00:50:52.560 - 00:50:55.360] 我們在前面的部分
[00:50:55.360 - 00:50:59.970] 學到的內容還是挺多的
[00:50:59.970 - 00:51:03.250] 也都是跟有件有影響有關係
[00:51:03.250 - 00:51:04.690] 我們現在
[00:51:04.690 - 00:51:07.970] 跟其中的在於有件本身的
[00:51:07.970 - 00:51:09.170] 一些建議
[00:51:09.170 - 00:51:12.770] 比如說我們可以練習性的科護
[00:51:12.770 - 00:51:14.050] 這個也不僅是
[00:51:14.050 - 00:51:15.410] 有件有效有關係
[00:51:15.410 - 00:51:16.930] 更可能是跟
[00:51:16.930 - 00:51:20.530] 更是跟普通有件有關係
[00:51:20.530 - 00:51:21.410] 所以
[00:51:21.410 - 00:51:22.690] 所以我們現在
[00:51:22.930 - 00:51:24.530] 普通有件有關係
[00:51:24.530 - 00:51:26.450] 所以大家可以
[00:51:26.450 - 00:51:28.930] 回去
[00:51:28.930 - 00:51:31.010] 隨時早做
[00:51:31.010 - 00:51:31.890] 因為我相信
[00:51:31.890 - 00:51:33.730] 大家這每天還是
[00:51:33.730 - 00:51:35.490] 利用自己的有錢
[00:51:35.490 - 00:51:36.370] 用的
[00:51:36.370 - 00:51:38.690] 自主來實比較多一點
[00:51:38.690 - 00:51:40.370] 所以大家還是可以
[00:51:40.370 - 00:51:41.890] 一定可以
[00:51:41.890 - 00:51:42.770] 用少我們
[00:51:42.770 - 00:51:44.770] 跟我們中北學習的一部分
[00:51:44.770 - 00:51:46.690] 新席和建議
[00:51:46.690 - 00:51:50.610] 如果我們想要練習性的科護的話
[00:51:50.610 - 00:51:53.650] 尤其是找到他們的有箱的話
[00:51:53.650 - 00:51:55.570] 我們有兩個方式可以
[00:51:55.570 - 00:51:56.690] 一傳示
[00:51:56.690 - 00:51:57.410] 第一個是
[00:51:57.410 - 00:52:00.050] 人工找科護的有箱
[00:52:00.050 - 00:52:02.290] 比如說我們要去
[00:52:02.290 - 00:52:04.290] 科護的
[00:52:04.290 - 00:52:07.170] 晚戰或者科護的靈音
[00:52:07.170 - 00:52:08.690] 個人正好等等
[00:52:08.690 - 00:52:10.450] 我們就需要
[00:52:10.450 - 00:52:12.610] 去所一下找一下
[00:52:12.610 - 00:52:13.970] 科護的有箱
[00:52:13.970 - 00:52:15.570] 練習他們
[00:52:15.570 - 00:52:17.330] 就這樣
[00:52:17.730 - 00:52:18.690] 完成了
[00:52:18.690 - 00:52:22.690] 一部分的練習科護的工作
[00:52:22.690 - 00:52:23.970] 但是
[00:52:23.970 - 00:52:25.490] 找這些
[00:52:25.490 - 00:52:26.050] 有箱
[00:52:26.050 - 00:52:26.610] 真的
[00:52:26.610 - 00:52:29.170] 會浪費很多時間
[00:52:29.170 - 00:52:30.850] 也需要
[00:52:30.850 - 00:52:32.130] 很有難易信
[00:52:32.130 - 00:52:33.970] 因為不是所有的
[00:52:33.970 - 00:52:35.810] 所有的科護的
[00:52:35.810 - 00:52:36.530] 獨立仗
[00:52:36.530 - 00:52:37.090] 都有
[00:52:37.090 - 00:52:37.890] 部分
[00:52:37.890 - 00:52:39.410] 就有這個信息
[00:52:39.410 - 00:52:40.370] 有練習
[00:52:40.370 - 00:52:41.410] 我們這個顏面
[00:52:41.410 - 00:52:41.970] 所以
[00:52:41.970 - 00:52:43.730] 需要找找找
[00:52:43.730 - 00:52:45.890] 每個科護都找很多次
[00:52:45.890 - 00:52:48.290] 再可以找到他們的有箱
[00:52:48.290 - 00:52:49.570] 所以我們除了
[00:52:49.570 - 00:52:50.850] 人工找的話
[00:52:50.850 - 00:52:52.290] 我們還是可以
[00:52:52.290 - 00:52:54.530] 產事利用一些工具
[00:52:54.530 - 00:52:57.330] 然後工具是可以寫住我們
[00:52:57.330 - 00:52:59.810] 儘快找到科護的有箱
[00:52:59.810 - 00:53:01.330] 當然不是說
[00:53:01.330 - 00:53:02.450] 就可以
[00:53:02.450 - 00:53:04.050] 通過工具
[00:53:04.050 - 00:53:05.010] 全部的是
[00:53:05.010 - 00:53:07.010] 馬上就開發很多新的科
[00:53:07.010 - 00:53:08.690] 這個是美方法
[00:53:08.690 - 00:53:11.650] 所以我們就可以利用這些工具
[00:53:11.650 - 00:53:15.090] 快速找到科護的有箱
[00:53:15.090 - 00:53:16.210] 就等於是
[00:53:16.210 - 00:53:18.770] 如果我們打開科護的
[00:53:18.770 - 00:53:19.810] 完整的話
[00:53:19.810 - 00:53:22.530] 我們不需要每次去找科護
[00:53:22.530 - 00:53:23.170] 練習
[00:53:23.170 - 00:53:23.970] 的練習
[00:53:23.970 - 00:53:25.170] 我們這個顏面的
[00:53:25.170 - 00:53:26.930] CCE和有箱
[00:53:26.930 - 00:53:27.970] 把這個有箱
[00:53:27.970 - 00:53:28.930] 負著站鐵
[00:53:28.930 - 00:53:30.930] 在我們工作有箱
[00:53:30.930 - 00:53:32.930] 然後練習這個科護
[00:53:32.930 - 00:53:33.730] 而是說
[00:53:33.730 - 00:53:36.130] 需要打開科護的完整
[00:53:36.130 - 00:53:40.130] 然後打開這些小的工具
[00:53:40.130 - 00:53:41.090] 的
[00:53:41.090 - 00:53:42.850] 這些工具的小度
[00:53:42.850 - 00:53:44.690] 就可以
[00:53:44.690 - 00:53:47.330] 馬上找到科護的有箱
[00:53:47.330 - 00:53:49.410] 現在就還是會
[00:53:49.410 - 00:53:53.390] 方便一些
[00:53:53.390 - 00:53:55.550] 所以如果是做這種
[00:53:55.550 - 00:53:57.470] 人工的
[00:53:57.470 - 00:53:59.870] 科護有箱
[00:53:59.870 - 00:54:01.310] 眼睛的話
[00:54:01.310 - 00:54:04.750] 我們就需要打開科護的完整
[00:54:04.750 - 00:54:05.950] 然後到
[00:54:05.950 - 00:54:07.150] 關於我們
[00:54:07.150 - 00:54:08.430] 還是說到
[00:54:08.430 - 00:54:10.190] 練習我們
[00:54:10.190 - 00:54:11.390] 這兩個顏面
[00:54:11.390 - 00:54:12.430] 平時
[00:54:12.430 - 00:54:14.990] 在哪裡就可以找到科護的
[00:54:14.990 - 00:54:16.190] 有箱
[00:54:16.190 - 00:54:18.430] 但是有時候我們需要找的
[00:54:18.430 - 00:54:20.110] 有箱也不知道是哪一個
[00:54:20.110 - 00:54:21.870] 有箱是
[00:54:21.870 - 00:54:22.750] 練習
[00:54:22.750 - 00:54:23.950] 我們的有箱嗎
[00:54:23.950 - 00:54:24.990] 還是說
[00:54:24.990 - 00:54:26.750] 小時候還是說
[00:54:26.750 - 00:54:28.590] 科護還是哪一個
[00:54:28.590 - 00:54:29.950] 很多時候都平時是
[00:54:29.950 - 00:54:31.310] 想要找小時候
[00:54:31.310 - 00:54:32.350] 但是
[00:54:32.350 - 00:54:34.910] 有時候我們不知道要練習哪一個
[00:54:34.910 - 00:54:36.190] 有箱
[00:54:37.390 - 00:54:38.830] 所以我們就可以
[00:54:38.830 - 00:54:40.350] 考慮
[00:54:40.350 - 00:54:42.110] 利用工具
[00:54:42.110 - 00:54:44.830] 然後這些工具是免費的
[00:54:44.830 - 00:54:47.070] 那讓不是每一個工具
[00:54:47.070 - 00:54:47.630] 免費的
[00:54:47.630 - 00:54:49.310] 也就是免費的工具
[00:54:49.310 - 00:54:50.590] 南馬上
[00:54:50.590 - 00:54:52.030] 才所有的情況下
[00:54:52.030 - 00:54:53.470] 都能幫到我們
[00:54:53.470 - 00:54:54.350] 這個是
[00:54:54.350 - 00:54:55.710] 沒幫忙
[00:54:55.710 - 00:54:57.790] 但是在大部分的時候
[00:54:57.790 - 00:55:00.190] 我們真的可以利用這些工具
[00:55:00.190 - 00:55:01.150] 然後這些工具
[00:55:01.150 - 00:55:02.430] 會讓我們
[00:55:02.430 - 00:55:04.830] 快速找到科護的有箱
[00:55:04.830 - 00:55:05.870] 比如說這個
[00:55:05.870 - 00:55:06.270] 叫
[00:55:06.270 - 00:55:07.550] 然後
[00:55:07.550 - 00:55:09.150] 這個顏色是一個
[00:55:09.150 - 00:55:10.670] 免費的
[00:55:10.670 - 00:55:12.270] Crum cha-件
[00:55:12.270 - 00:55:14.590] 加入我們是在利用Crum
[00:55:14.590 - 00:55:15.790] Crum的話
[00:55:15.790 - 00:55:16.750] 我們就可以
[00:55:16.750 - 00:55:18.830] 下載這個Crum的奧
[00:55:18.830 - 00:55:20.190] 這個茶件
[00:55:20.190 - 00:55:20.990] 然後
[00:55:20.990 - 00:55:23.310] 我們就可以到利用
[00:55:23.310 - 00:55:25.230] 然後在利用就可以
[00:55:25.230 - 00:55:28.830] 所我們現在練習的科護的
[00:55:28.830 - 00:55:29.950] 就是幸迷
[00:55:29.950 - 00:55:32.510] 然後打開他的利用的
[00:55:32.510 - 00:55:33.630] 然後
[00:55:33.630 - 00:55:34.510] 就可以看到
[00:55:34.510 - 00:55:35.950] 像 Bill Gates一樣的
[00:55:35.950 - 00:55:37.150] 我們就可以看到
[00:55:37.150 - 00:55:38.590] 科護的
[00:55:38.590 - 00:55:39.950] 這些信息
[00:55:39.950 - 00:55:40.910] 那時候
[00:55:40.910 - 00:55:41.950] 尤其是
[00:55:41.950 - 00:55:44.990] 如果我們不認識這個人
[00:55:44.990 - 00:55:46.110] 靈音不會馬上
[00:55:46.110 - 00:55:47.630] 就給我們掌勢
[00:55:47.630 - 00:55:49.070] 這個人的有箱
[00:55:49.070 - 00:55:49.950] 所以
[00:55:49.950 - 00:55:51.390] 有時候我們現在要練習
[00:55:51.390 - 00:55:51.950] 這個科護
[00:55:51.950 - 00:55:52.830] 我們已經確定
[00:55:52.830 - 00:55:55.390] 我們要練習這個科護
[00:55:55.390 - 00:55:56.590] 但是我們是
[00:55:56.590 - 00:55:58.590] 沒辦法得到科護的
[00:55:58.590 - 00:55:59.630] 有箱
[00:55:59.630 - 00:56:00.350] 除非
[00:56:00.350 - 00:56:01.630] 我們是先
[00:56:01.630 - 00:56:03.230] 要請科護
[00:56:03.230 - 00:56:06.030] 統一稱為我們的
[00:56:06.030 - 00:56:07.150] 好友
[00:56:07.150 - 00:56:08.350] 我們的
[00:56:08.350 - 00:56:09.790] 我們的另一個
[00:56:09.790 - 00:56:10.910] Network裡面的
[00:56:10.910 - 00:56:12.030] 其中一個人
[00:56:12.030 - 00:56:12.990] 然後他們
[00:56:12.990 - 00:56:13.870] 統一了
[00:56:13.870 - 00:56:14.990] 就可以給他們
[00:56:14.990 - 00:56:16.190] 發信息
[00:56:16.190 - 00:56:17.150] 那是很多時候
[00:56:17.150 - 00:56:17.950] 這些信息
[00:56:17.950 - 00:56:19.550] 他們不一定會看
[00:56:19.550 - 00:56:20.350] 因為不是
[00:56:20.350 - 00:56:21.310] 所有的科護
[00:56:21.310 - 00:56:22.590] 都定期會去看
[00:56:22.590 - 00:56:23.550] 自己的
[00:56:23.550 - 00:56:24.830] 靈音正好
[00:56:24.830 - 00:56:25.310] 所以
[00:56:25.310 - 00:56:25.870] 有時候
[00:56:25.870 - 00:56:26.670] 我們就
[00:56:26.670 - 00:56:28.670] 需要很長的時間
[00:56:28.670 - 00:56:29.710] 也不一定能
[00:56:29.710 - 00:56:30.830] 讓科護
[00:56:30.830 - 00:56:31.630] 把自己的
[00:56:31.630 - 00:56:33.470] 有箱分析給我們
[00:56:33.470 - 00:56:34.910] 所以如果我們是利用
[00:56:34.910 - 00:56:36.190] 這個工具的話
[00:56:36.190 - 00:56:37.710] 我們是可以
[00:56:37.710 - 00:56:38.910] 一打開這個
[00:56:38.910 - 00:56:40.830] 靈音的
[00:56:40.830 - 00:56:42.270] 個人的章號
[00:56:42.270 - 00:56:42.910] 就可以
[00:56:42.910 - 00:56:44.030] 再方便點擊
[00:56:44.030 - 00:56:44.910] 這個
[00:56:44.910 - 00:56:46.350] 查件的小圖
[00:56:46.350 - 00:56:47.310] 就可以看到
[00:56:47.310 - 00:56:48.830] 這個人的有箱
[00:56:48.830 - 00:56:51.950] 還有其他練習方式
[00:56:51.950 - 00:56:52.590] 所以
[00:56:52.590 - 00:56:54.510] 這樣大家還是可以
[00:56:54.510 - 00:56:56.430] 稍微快速一點
[00:56:56.430 - 00:56:57.070] 就
[00:56:57.070 - 00:56:57.870] 找到
[00:56:57.870 - 00:57:00.510] 我們需要練習的科護的
[00:57:00.510 - 00:57:02.510] 練習方式
[00:57:02.510 - 00:57:04.830] 還有另一個
[00:57:04.830 - 00:57:05.870] 另外一個工具
[00:57:05.870 - 00:57:07.310] 也是年費的
[00:57:07.310 - 00:57:08.590] 這個GLC說
[00:57:08.590 - 00:57:10.830] 如果我們不是在靈音箱
[00:57:10.830 - 00:57:12.270] 練習一些科護
[00:57:12.270 - 00:57:13.150] 而是說
[00:57:13.150 - 00:57:14.110] 我們想要
[00:57:14.110 - 00:57:15.950] 練習一些媒體
[00:57:15.950 - 00:57:17.070] 或者我們想要
[00:57:17.070 - 00:57:18.270] 練習一些
[00:57:18.270 - 00:57:20.190] 有毒理仗的科護
[00:57:20.190 - 00:57:21.470] 那我們
[00:57:21.470 - 00:57:21.790] 當然
[00:57:21.790 - 00:57:22.430] 科護如果
[00:57:22.430 - 00:57:23.630] 我們要獨立這樣的話
[00:57:23.630 - 00:57:24.430] 我們就可以
[00:57:24.430 - 00:57:26.670] 快速找到他的練習方式
[00:57:26.670 - 00:57:27.470] 因為說明
[00:57:27.470 - 00:57:28.910] 他們可能沒有很多的
[00:57:28.910 - 00:57:30.110] 驗面是需要
[00:57:30.110 - 00:57:31.790] 去訪問
[00:57:31.790 - 00:57:33.550] 去找一些信息
[00:57:34.510 - 00:57:37.630] 但是如果科護是有毒理仗的話
[00:57:37.630 - 00:57:40.510] 那可能他加的信息
[00:57:40.510 - 00:57:41.470] 他加的驗面
[00:57:41.470 - 00:57:42.990] 還是不少的
[00:57:42.990 - 00:57:44.750] 所以我們為了
[00:57:44.750 - 00:57:47.070] 避免浪費這部分的
[00:57:47.070 - 00:57:48.670] 實際上我們就可以利用
[00:57:48.670 - 00:57:49.470] 這個工具
[00:57:49.470 - 00:57:51.630] 這個工具叫Hunter
[00:57:51.630 - 00:57:52.670] 然後這個Hunter
[00:57:52.670 - 00:57:54.510] 是可以
[00:57:54.510 - 00:57:55.630] 讓我們
[00:57:55.630 - 00:57:57.470] 馬上就找到
[00:57:57.470 - 00:57:58.350] 跟這個媒體
[00:57:58.350 - 00:58:00.110] 跟這個碗蒸相關的
[00:58:00.110 - 00:58:01.710] 所有的一些
[00:58:01.710 - 00:58:02.750] 有相
[00:58:02.750 - 00:58:04.830] 比如說我們是可以看
[00:58:04.830 - 00:58:05.790] 不僅是
[00:58:05.790 - 00:58:06.750] 針對
[00:58:06.750 - 00:58:09.070] 這個企業個人的
[00:58:09.070 - 00:58:09.790] 有相
[00:58:09.790 - 00:58:11.070] 我們還是可以看
[00:58:11.070 - 00:58:11.950] 在
[00:58:11.950 - 00:58:15.550] 這個碗蒸裡面的
[00:58:15.550 - 00:58:16.510] 某一些
[00:58:16.510 - 00:58:18.590] 頁面裡面有出現的
[00:58:18.590 - 00:58:20.030] 個人有相
[00:58:20.030 - 00:58:21.470] 我覺得一個意思
[00:58:21.470 - 00:58:23.230] 可能大部分的時候
[00:58:23.230 - 00:58:24.030] 這個企業在
[00:58:24.030 - 00:58:27.230] 自己的獨立家裡面有利用過
[00:58:27.230 - 00:58:28.030] Sales
[00:58:28.030 - 00:58:29.710] 然後這個有相
[00:58:29.710 - 00:58:31.710] 但是他們
[00:58:31.710 - 00:58:32.670] 還是有人
[00:58:32.670 - 00:58:34.030] 是發布了
[00:58:34.030 - 00:58:36.110] 或者分享了一片碗蒸
[00:58:36.110 - 00:58:38.270] 或者其他一些方便的信息
[00:58:38.270 - 00:58:39.790] 然後就加了
[00:58:39.790 - 00:58:40.670] 另外一個人
[00:58:40.670 - 00:58:43.390] 一個同事的有相個人有相
[00:58:43.390 - 00:58:44.830] 通過這個工具
[00:58:44.830 - 00:58:45.790] 我們不需要
[00:58:45.790 - 00:58:47.150] 去訪問每一個演員
[00:58:47.150 - 00:58:48.590] 再可以找到這個
[00:58:48.590 - 00:58:50.110] 個人的有相
[00:58:50.110 - 00:58:52.590] 我們還是可以通過這個工具
[00:58:52.590 - 00:58:54.110] 馬上就看到
[00:58:54.110 - 00:58:56.030] 有哪一些有相
[00:58:56.030 - 00:58:57.150] 是出現在
[00:58:57.150 - 00:58:58.190] 這個媒體
[00:58:58.190 - 00:59:00.190] 或者這個碗蒸裡面
[00:59:00.190 - 00:59:01.870] 有時候我們就可以看到
[00:59:01.870 - 00:59:02.990] 不僅是
[00:59:02.990 - 00:59:05.070] 針對這個企業的
[00:59:05.070 - 00:59:06.270] 共用的有相
[00:59:06.270 - 00:59:07.470] 比如說Sales
[00:59:07.470 - 00:59:09.230] Customer Service
[00:59:09.230 - 00:59:09.950] 好
[00:59:09.950 - 00:59:10.750] Support
[00:59:10.750 - 00:59:11.470] Contact
[00:59:11.470 - 00:59:12.190] 等等
[00:59:12.190 - 00:59:13.790] 還有一些個人的
[00:59:13.790 - 00:59:16.270] 因為如果我們能找到一些個人的
[00:59:16.270 - 00:59:16.910] 有相
[00:59:16.910 - 00:59:17.630] 這個
[00:59:17.630 - 00:59:20.510] 還是對我們來說是最理想的
[00:59:20.510 - 00:59:22.750] 因為我們更可能就可以
[00:59:22.750 - 00:59:26.830] 一些內容是更
[00:59:26.830 - 00:59:28.110] 實際一點
[00:59:28.110 - 00:59:29.150] 就等於是說
[00:59:29.150 - 00:59:31.390] 我們不用寫
[00:59:31.390 - 00:59:33.390] 總境的
[00:59:33.390 - 00:59:34.910] Halfline團隊
[00:59:34.910 - 00:59:36.750] 而我們就可以寫
[00:59:36.750 - 00:59:38.030] Deer Max
[00:59:38.030 - 00:59:39.950] 或者Deer Mr Smith
[00:59:39.950 - 00:59:40.830] 等等
[00:59:40.830 - 00:59:42.270] 就更讓用
[00:59:42.270 - 00:59:43.230] 或者是
[00:59:43.230 - 00:59:43.950] OK
[00:59:43.950 - 00:59:45.950] 這些部分有件事
[00:59:45.950 - 00:59:47.150] 針對我寫
[00:59:47.150 - 00:59:48.190] 而不是說
[00:59:48.190 - 00:59:53.250] 是針對展現加企業寫的
[00:59:53.250 - 00:59:55.490] 所以我們剛才學到的內容
[00:59:55.490 - 00:59:57.170] 也是跟
[00:59:57.170 - 00:59:59.490] 練習新的客戶有關係
[00:59:59.490 - 01:00:00.210] 因為
[01:00:00.210 - 01:00:01.650] 有時候我們
[01:00:01.650 - 01:00:03.010] 我們吹發
[01:00:03.010 - 01:00:04.770] 足夠的客戶的有相
[01:00:04.770 - 01:00:07.330] 我們想要練習更多的客戶
[01:00:07.330 - 01:00:08.210] 那
[01:00:08.210 - 01:00:09.250] 為了
[01:00:09.250 - 01:00:11.490] 避免大家花很多的時間
[01:00:11.490 - 01:00:13.570] 叫每一個客戶的有相
[01:00:13.570 - 01:00:15.330] 然後找不到還有
[01:00:15.330 - 01:00:16.610] 還有
[01:00:16.610 - 01:00:18.130] 很煩就要
[01:00:18.130 - 01:00:19.490] 來回很多次
[01:00:19.490 - 01:00:21.650] 才可以找到客戶的有相
[01:00:21.650 - 01:00:22.850] 那一樣是
[01:00:22.850 - 01:00:24.850] 還是那種比較傳統的
[01:00:24.850 - 01:00:26.850] 人工找這些有相
[01:00:26.850 - 01:00:28.130] 我們還是可以
[01:00:28.130 - 01:00:29.970] 利用我剛才給大家分享的
[01:00:29.970 - 01:00:31.010] 這兩個
[01:00:31.010 - 01:00:32.130] 差件
[01:00:32.130 - 01:00:33.890] 就可以快速
[01:00:33.890 - 01:00:34.690] 整理
[01:00:34.690 - 01:00:35.290] 針對
[01:00:35.290 - 01:00:37.090] 一個媒體或者晚上
[01:00:37.090 - 01:00:38.050] 還是說
[01:00:38.050 - 01:00:42.050] 靈硬帳號的一些客戶的有相
[01:00:42.050 - 01:00:43.090] 然後就可以
[01:00:43.090 - 01:00:45.010] 回事練習這些客戶
[01:00:45.010 - 01:00:45.410] 當然
[01:00:45.410 - 01:00:47.010] 大家還是需要記得
[01:00:47.010 - 01:00:48.530] 就是我們剛開始
[01:00:48.530 - 01:00:50.070] 隨喜這一些
[01:00:50.070 - 01:00:52.130] 特省的時候
[01:00:52.130 - 01:00:53.090] 在第一個部分
[01:00:53.090 - 01:00:54.770] 我給大家提到了
[01:00:54.770 - 01:00:58.370] 如果我們想要發一些比較有效的有件
[01:00:58.370 - 01:01:01.010] 一定是需要
[01:01:01.010 - 01:01:02.610] 離開這種
[01:01:02.610 - 01:01:04.450] 有件模板的概念
[01:01:04.450 - 01:01:05.570] 就等於是說
[01:01:05.570 - 01:01:06.770] 我們可以協議
[01:01:06.770 - 01:01:08.050] 一番有件模板
[01:01:08.050 - 01:01:09.730] 但是等到我們中北
[01:01:09.730 - 01:01:11.170] 發送我們中北
[01:01:11.170 - 01:01:11.730] 真的
[01:01:11.730 - 01:01:12.610] 發個客戶
[01:01:12.610 - 01:01:13.130] 協議
[01:01:13.130 - 01:01:14.370] 客戶的時候
[01:01:14.370 - 01:01:15.810] 我們還是需要
[01:01:15.810 - 01:01:17.170] 做一些編輯
[01:01:17.170 - 01:01:17.890] 還是需要
[01:01:17.890 - 01:01:19.090] 打骨蟲更多的
[01:01:19.090 - 01:01:20.450] 感科護的
[01:01:20.450 - 01:01:21.410] 性命
[01:01:21.410 - 01:01:22.370] 還有
[01:01:22.370 - 01:01:23.970] 感科護的
[01:01:23.970 - 01:01:24.850] 信息
[01:01:24.850 - 01:01:25.330] 還有
[01:01:25.330 - 01:01:26.210] 他們品牌
[01:01:26.210 - 01:01:27.650] 自這些信息
[01:01:27.650 - 01:01:29.090] 都要加到那裡
[01:01:29.090 - 01:01:29.890] 就更可能
[01:01:29.890 - 01:01:30.690] 就會讓科護
[01:01:30.690 - 01:01:32.130] 覺得這份有件事
[01:01:32.130 - 01:01:32.690] 真的是
[01:01:32.690 - 01:01:33.730] 針對我
[01:01:33.730 - 01:01:34.690] 所以他們更可能
[01:01:34.690 - 01:01:36.130] 就會覺得
[01:01:36.130 - 01:01:37.330] 就是這份有件事
[01:01:37.330 - 01:01:38.290] 想要看了
[01:01:38.290 - 01:01:39.490] 不是說
[01:01:39.490 - 01:01:39.970] 像我
[01:01:39.970 - 01:01:40.930] 把一樣的
[01:01:40.930 - 01:01:41.970] 所以就覺得
[01:01:41.970 - 01:01:43.090] 反正我不看
[01:01:43.090 - 01:01:43.810] 因為我知道
[01:01:43.810 - 01:01:44.610] 這份有件
[01:01:44.610 - 01:01:45.090] 對我來說
[01:01:45.090 - 01:01:46.370] 沒什麼價值
[01:01:47.330 - 01:01:49.090] 所以感謝大家
[01:01:55.380 - 01:01:56.580] 大家好
[01:01:56.580 - 01:01:58.020] 歡迎來到
[01:01:58.020 - 01:01:59.060] 這一系列的
[01:01:59.060 - 01:02:00.100] 課程的
[01:02:00.100 - 01:02:02.100] 李世斯的部分
[01:02:02.100 - 01:02:03.140] 這個部分是
[01:02:03.140 - 01:02:03.700] 感
[01:02:03.700 - 01:02:05.220] 如何跟科護溝通
[01:02:05.220 - 01:02:06.660] 想光的內
