# 新课抢先学_4. 参展攻略（上）

language=zh
language_probability=1.000
model=tiny

[00:00:00.000 - 00:00:08.590] 首先我在這一個展規的課上
[01:07:21.520 - 01:07:27.920] 第四个呢,是一个细节点,就如果有条件的话,最好偷有地坦,你知道为什么吗?
[01:07:27.920 - 01:07:41.520] 因为核心是在于大部分人逛展会,逛一天下来,哪是穿皮鞋,女士穿高跟鞋,显得都非常的累
[01:07:41.520 - 01:07:42.880] 对不对
[01:07:43.600 - 01:07:52.000] 但是当他特别累的时候,如果一角踩在地坦上面的话,会非常的舒服,选的非常放松
[01:07:52.000 - 01:07:54.560] 他会觉得很清晰
[01:07:54.560 - 01:07:58.880] 所以,如果有条件的话,最好是Post有地坦
[01:07:58.880 - 01:08:02.880] 我们来看两个展位图,这个左边和右边的
[01:08:02.880 - 01:08:10.960] 你看,这个左边的这个展位图,他一半边是放在文字和信息
[01:08:10.960 - 01:08:19.920] 一半边,即使是展品,所以他展品和人的大部分信号相同,所以他写了整体来说,还是比较的明确的
[01:08:19.920 - 01:08:25.520] 那么,反观我们右手边,他会把logo直接打上去
[01:08:25.520 - 01:08:31.440] 然后,他会有一些大的图片,去你看他的偷尸上面,有一小半全是图片
[01:08:31.680 - 01:08:37.040] 去展现一些companel的一些形式,或是一个产品,应用解决方案了
[01:08:37.040 - 01:08:41.040] 他的字都以偏大为主,大家一眼就看上去
[01:08:41.040 - 01:08:51.120] 很相关,而且他整体的风格偏绿,这个可能跟他的公司的logo,和公司的企业的感觉,会手设计的行业
[01:08:51.120 - 01:08:55.360] 可能相关,所以女士就带给了一个整体的页色
[01:08:55.680 - 01:09:03.840] 基于这样子,我觉得这两家都算是可以,不错,应该是中规中取的,你看是不是
[01:09:03.840 - 01:09:10.640] 你告诉他们的展胎,这个展胎是在四角上面,他可以看左看,又可以相优看
[01:09:10.640 - 01:09:24.480] 相优来说,能否一些?logo的,用logo这个,相优来说相对来说是有点,只针对面前这一方呼吸,那这可能并不是最好的方案
[01:09:24.480 - 01:09:34.680] 但是他们还是放了这个管角处,方便是与别人溝通,方便人流人往的时候,第一时间能抓住别人的,而贪神
[01:09:34.680 - 01:09:40.480] 抓住别人的组一例,一些是一些非常基本的技巧,那我们再看两道
[01:09:40.480 - 01:09:51.040] 我看两道大的,你看这个,就是OCA的旁边这一道大的,那么他基本都有大厨,这个展胎都有大厨,很简单,很简约
[01:09:51.040 - 01:09:58.840] 然后旁边就产品,你看展品旁边就桌子,那方便说,坦的时候直接把展品拿下来,一些讨论一起研究
[01:09:58.840 - 01:10:05.840] 所以他这个设计非常地,我觉得是我刚刚说,展示四个设计当中,我觉得是最棒的
[01:10:05.840 - 01:10:16.040] 而且他还订整体非常地开访让人会觉得有一种很欢迎外面的人有竞乃,也是比较开访人的心情,会比较愈,不会太压忆
[01:10:16.040 - 01:10:26.040] 不是于一面全是把而,一面全是展品或于面全的话,所以他没有包死,整体来说空间比较开扩一些,让人会觉得比较舒服
[01:10:26.040 - 01:10:32.040] 反观那个美恩制这个,那么他的最大的问题就是自太多了
[01:10:32.040 - 01:10:45.040] 你看上面,全是自,爬拉拉拉拉,全是自,全是自,全是自之后上面很多的内容都在上面,包括这个展位当中,这个有一块的展位呢,这个显示呢
[01:10:45.040 - 01:10:59.040] 就是过于的苗小,而且呢,这个展会这个谈判的作词呢,竟然做了一个大作,所以不意语小范围的机器交流,我觉得这个美恩制的设计呢,不如OCA-AK字价公司,这还是有明显的差距的
[01:10:59.040 - 01:11:14.940] 刚才我所说的就是一个展位的一个字不如不取,那么我就跟大家说这一些,那可以大家自己呢,根据自己的产品,和公司的logo所设计的行业,设计数字以最合适的,所以经常开放大一些,然后让别人觉得,
[01:11:14.940 - 01:11:44.940] 没有一些太大的约束感,那我回到这边,第二个呢说需要的注意事象呢,就是不要老做这,展会期间做了展位上是给人家留下来的印象是你不想被人打扰的感觉,因为常时间做着会给人感觉是你觉得,不舒服,或者你觉得你累了,比较不想打扰你,对,这个时候的话我觉得虽然说有时候我们在一天会很辛苦,但是呢,在一天呢,在人火呢,需要
[01:11:44.940 - 01:12:14.940] 休息一会去调整一下,不要是一直做着,所以我做一下休息一下,跟了五分钟,那立刻站起来,就是好了,所以开展会是非常辛苦的,大家注意一下,这个方法,然后后面第三个就不要看手机,说话之类的,因为你一般只有两到三秒钟的时间才能引起你的客户注意,而信以他停下来,如果你只是看了说后手机,根本无法引起别人的注意力的,所以千万不要看说后手机,这个千万不要看了后手机,这个千万不要看了后手机,这个千万不要看了后手机,这个千万不要看了后手机,这个千万不要看了后手机,这个千万不要看了后手机,这个千万不要看了后手机,这个千万不要看了后手机,这个千万
[01:12:14.940 - 01:12:44.940] 不要静量直接关频笔那种,第四个就不要再讲回来,你吃了东西会以后,给你请在客户来说,是不会打着你的,这是一种,一层方面,还有的时候呢,很多时候你在讲回来吃喝的时候呢,你留下那个,留下那个碎血子,不过你留下来的那个吃喝的那个,这个味道是不太好的,所以我不建议大家吃喝,第五个就不要建认就发自过,
[01:12:44.940 - 01:13:14.940] 真的,真的是,真的是不要建认就要发自掉,因为为什么这是一种出乳的行为,会念人讨厌,而且你这个发了资料可以让人感,你试上也是价格不费的,你想看,如果说你走在路上总是有人跟你发自掉,你会认真看那个资料吗?你不会打,你基本上看一会,你直接就把他睡到垃圾头,所以不要建认就发自掉,真的没有,第一个就是不要与其他展规的人有过多的交参,
[01:13:14.940 - 01:13:44.940] 看到你在和别人说话的时候他们肯定是不会前来打到你的,你应该早前来客户谈,而不是是与朋友聊天,就所以说你不需要和他们太多聊天的,你是要去和客户聊天,你其他展规人聊天你只是,只能说,偶尔第一天你认识彼此,聊一两句话,你可能就过了,你只要他做什么,所以这个行业的认识,因为有时候他也会觉得无聊,所以你能会聊一会,你们就很熟悉彼此,而不需要聊太多,
[01:13:44.940 - 01:14:14.940] 第一个,希望不需要聚情,如果说你应用两个人,更多餐转厚,或者其他非钱来客户一起聊天的话,那就有聚情。应该在展规上开做一个开分心开放吸引人的认识论为,所以聚情的话,你总是你无法观察出,请在客户到场,所以你根本找不到他们,这个我不建议的,第一八个满枪热情,热情是直接是很有感染你的,一定是情,在参丸者看来,你就是代表着整个你的热情,
[01:14:14.940 - 01:14:44.940] 所以你得原心聚情和神情,都是在一个企业上,都是一个窗口,所以我建议大家一定要保持热情,雖然说开咱会非常的累,但是如果说你能保证到你的热情,到度的话,我觉得是一个非常不错的一个,对自己的一个鼓励,你真的热情是能感染别人的,那第一九个呢,是要学会散用潜在客户的名字,努力记住潜在客户的名字,在谈话中不实的,去提到他说,
[01:14:44.940 - 01:15:14.380] 会让他们觉得自己感觉到重要,遇到难度的名字就问,如果是一个极不寻藏的名字,我觉得在就是你和同钱在客户,尽力关系的最好的敲门站,为什么这么说,比如说你认识一个非洲客户,巴拉巴拉,好长,二三十个字母一个单纯,好,你就可以,如果是你的,我就订阅他那个名字,我要读录,读录,而然去藏失去灭,他会吵吓我读不导,所以他会帮我,
[01:15:14.380 - 01:15:44.380] 然后再跟他重复,随便给,然后就认识这个人了,大家会感觉很清气,因为彼此重复了这个名字,而且是重复客户的名字,在这个方面的话,我经以大家,努力去认识每一个人,努力去记住每一个人,很有可能,一个奇怪的名字就是你们很好教劉了敲门断,包括在任何人,不管是在国内,还是国外在任何情况下,经商谈判,刚开始,什么时候能让人觉得
[01:15:44.380 - 01:16:14.380] 是大家一起聊一个轻松的话题,慢慢的引入到一个圈子之类,那么大家会觉得舒服,对不对,所以这个时候很重要的时候,找到共同话题,然后慢慢的在引入到身意,让大家会慢慢的防备,就放弃,你想想看,一开始如果说你上来就谈身意的话,所有人都会有一个防备之心,那么那么,
[01:16:14.380 - 01:16:44.380] 你慢慢的去引入之后,有了一种亲切,信任感,防备之心,也就会慢慢的放弹,所以在这个点上,我觉得是很好的机会,大家还有很其他点,大家可以自己发现,比如说你可以讲到美,如果去美国开展,你可以讲到美国的空气,人文去他去哪个城市,你对这个城市了解,等等,这个就是一个开口,第10个就是重视新闻传播环节,咱会期间各种
[01:16:44.380 - 01:17:14.380] 美体非常关心,并热重报道,其夜一定要抓住一切,可能的圈团机会,对于相对不够知名的其亚业,应该主动邀请美体来自己的展会展取参访,增加保光度,这就是核心,以核心在于让别人知道的,所以在展会期间各种热心报道,其夜一定要是抓住,抓住这样的可能性,抓住这样的去圈团机会,这样的话呢,
[01:17:14.380 - 01:17:44.380] 会很好的去解决问题,那么,所以你要去找出任何的机会和行事,这个口,去吃了几这个当中,好,在刚刚所说的大概十个注意事想,大家不知道收货如何,我们来进入第二块,所以第二块的话就是如何快速建立沟通,快速建立沟通,它是一种感觉,就是一下让人觉得这个人是清淇的,一下让人觉得这个人是有聊的,不是说怎么去聊,这只是一个口罢,这个口罢,这个口罢,这个口罢,这个口罢,这个口罢,这个口罢,这个口罢,这个口罢,这个口罢,这个口罢,这个口罢,这个口罢,这个口罢,这个口罢,这个口罢,这个口罢,这个口罢,这个口罢
[01:17:44.380 - 01:18:14.380] 我引进了门,它就有一种像意,别人一个要吃,你去打开这个门,只是打开门一顺间,如何去建立快速沟通,所以我建这个,你们我总结的三点,第一个就是微笑,让人共会,对每个过路人对着展未保持微笑,因为微笑真的很重要,让人觉得清淇,所有人都会微笑,但是请不要笑得太假,就很正常的微笑一下,感觉认识这个人就好了,
[01:18:14.380 - 01:18:43.060] 然后微笑过后呢,就开始很宣,因为学会对每个挺有的客户保持寒宣是非常重要的,比如说,好像好子要对Today,而M,花又对于等等,这样的话是一个非常好的一个机会,一看着有微笑,看着愿意不来,来你的展会,然后有了微笑之后去寒宣彼此,让别人觉得,你今天很帅真的,所以这样的寒宣等等,这样的是非常有效果的。
[01:18:43.060 - 01:19:14.240] 第三个就是暂美,寒宣之后,你可就进行暂美,让人会觉得非常的舒服,方式,放松,那么我在后面当中,我丢了四个件案例,我来跟大家去交流一下,如何就最好的暂美,面对来是面对女士面对老板,面对来,买手,在你年龄的话,我更多的却不谈女士,因为女士其实很好刮,你只要刮他漂亮,衣服漂亮,人长的年轻就好。
[01:19:14.240 - 01:19:44.240] 请看第一位老先生,第一位老先生是澳大利亚的国企,那么我们明显可以看出这个老先生,如果我要刮他,他在展会上见了他的话,我会刮他,你真经,你这个身体真健康,看起来真的是精神保满,因为一看他,就已经是不联清了。当他不联清的时候,他也你觉得不联清的时候,你就要刮他身体保精神健康之类的,精神精神保满,
[01:19:44.240 - 01:20:14.240] 他会觉得自己还是很有活力的,所以这个是一个口,我们再看右边的人,这个人给感觉,把头网上养了一点点,说明他自我的感觉还是不错的,他自我感觉还是不错的,他自我感觉还是不错的时候,这个时候在怎么去刮他,你看他的极端,他的领带,说明他还是很在乎自己的形象的,然后很认为自己是一个身份的有身份的人,所以面对这样的人,我的话法是,
[01:20:14.240 - 01:20:20.880] 我觉得你现在特别的专业,特别的帅气,你一定见你,见识过很多的市面是不是。
[01:20:20.880 - 01:20:35.480] 在这个点上面的话,这一位先生可以这么去刮,对不对,大家可以去尝试,去看不一样的人,进行不一样的战美,在这个上面的话,大家可以不断再去念一下。
